Time,gate,Duty_moduladora,Vref_hs,Vout,V_port,D_pedro,Vref_pedro,portadora_pedro,V6,Vref_hst,V8
0.000656,0,3.95008,10,4.99143,0.6,0.249028,5,0.6,0.416621,5,0.6
0.000657,0,3.95515,10,4.99244,0.7,0.248995,5,0.7,0.416509,5,0.7
0.000658,0,3.96029,10,4.99192,0.8,0.248981,5,0.8,0.416465,5,0.8
0.000659,0,3.96552,10,4.98993,0.9,0.248995,5,0.9,0.416512,5,0.9
0.00066,0,3.97084,10,4.9865,1,0.249038,5,1,0.416647,5,1
0.000661,1,3.97624,10,4.98399,0.1,0.249108,5,0.1,0.416871,5,0.1
0.000662,1,3.98159,10,4.98364,0.2,0.249163,5,0.2,0.417039,5,0.2
0.000663,1,3.98681,10,4.98486,0.3,0.249179,5,0.3,0.41708,5,0.3
0.000664,1,3.99194,10,4.98815,0.4,0.249167,5,0.4,0.417027,5,0.4
0.000665,0,3.99695,10,4.99199,0.5,0.249115,5,0.5,0.416848,5,0.5
0.000666,0,4.00192,10,4.99413,0.6,0.249051,5,0.6,0.416636,5,0.6
0.000667,0,4.00698,10,4.99512,0.7,0.249016,5,0.7,0.416523,5,0.7
0.000668,0,4.01212,10,4.99458,0.8,0.249001,5,0.8,0.416478,5,0.8
0.000669,0,4.01735,10,4.99257,0.9,0.249014,5,0.9,0.416524,5,0.9
0.00067,0,4.02267,10,4.98911,8.67362e-013,0.249055,5,8.67362e-013,0.416658,5,8.67362e-013
0.000671,1,4.02807,10,4.98658,0.1,0.249124,5,0.1,0.416881,5,0.1
0.000672,1,4.03342,10,4.9862,0.2,0.249178,5,0.2,0.417049,5,0.2
0.000673,1,4.03864,10,4.9874,0.3,0.249193,5,0.3,0.417089,5,0.3
0.000674,1,4.04377,10,4.99067,0.4,0.249179,5,0.4,0.417034,5,0.4
0.000675,0,4.04877,10,4.99448,0.5,0.249126,5,0.5,0.416855,5,0.5
0.000676,0,4.05374,10,4.9966,0.6,0.249061,5,0.6,0.416642,5,0.6
0.000677,0,4.05881,10,4.99756,0.7,0.249025,5,0.7,0.416528,5,0.7
0.000678,0,4.06394,10,4.99701,0.8,0.249009,5,0.8,0.416482,5,0.8
0.000679,0,4.06917,10,4.99497,0.9,0.249021,5,0.9,0.416527,5,0.9
0.00068,0,4.07449,10,4.99148,1,0.249061,5,1,0.416661,5,1
0.000681,1,4.07989,10,4.98893,0.1,0.249129,5,0.1,0.416883,5,0.1
0.000682,1,4.08524,10,4.98853,0.2,0.249182,5,0.2,0.41705,5,0.2
0.000683,1,4.09046,10,4.98971,0.3,0.249196,5,0.3,0.417089,5,0.3
0.000684,1,4.09559,10,4.99295,0.4,0.249181,5,0.4,0.417034,5,0.4
0.000685,0,4.10059,10,4.99673,0.5,0.249127,5,0.5,0.416854,5,0.5
0.000686,0,4.10556,10,4.99883,0.6,0.249061,5,0.6,0.41664,5,0.6
0.000687,0,4.11062,10,4.99977,0.7,0.249024,5,0.7,0.416525,5,0.7
0.000688,0,4.11576,10,4.99918,0.8,0.249007,5,0.8,0.416479,5,0.8
0.000689,0,4.12099,10,4.99712,0.9,0.249018,5,0.9,0.416523,5,0.9
0.00069,0,4.1263,10,4.99361,1,0.249057,5,1,0.416657,5,1
0.000691,1,4.1317,10,4.99104,0.1,0.249124,5,0.1,0.416878,5,0.1
0.000692,1,4.13705,10,4.99061,0.2,0.249176,5,0.2,0.417044,5,0.2
0.000693,1,4.14227,10,4.99176,0.3,0.24919,5,0.3,0.417083,5,0.3
0.000694,1,4.1474,10,4.99498,0.4,0.249174,5,0.4,0.417027,5,0.4
0.000695,0,4.1524,10,4.99874,0.5,0.249119,5,0.5,0.416846,5,0.5
0.000696,0,4.15737,10,5.00081,0.6,0.249052,5,0.6,0.416632,5,0.6
0.000697,0,4.16243,10,5.00172,0.7,0.249014,5,0.7,0.416517,5,0.7
0.000698,0,4.16757,10,5.00111,0.8,0.248997,5,0.8,0.41647,5,0.8
0.000699,0,4.17279,10,4.99902,0.9,0.249007,5,0.9,0.416514,5,0.9
0.0007,0,4.17811,10,4.99549,9.32414e-013,0.249045,5,9.32414e-013,0.416647,5,9.32414e-013
0.000701,1,4.18351,10,4.99289,0.1,0.249112,5,0.1,0.416867,5,0.1
0.000702,1,4.18886,10,4.99244,0.2,0.249163,5,0.2,0.417033,5,0.2
0.000703,1,4.19408,10,4.99356,0.3,0.249176,5,0.3,0.417071,5,0.3
0.000704,1,4.1992,10,4.99676,0.4,0.24916,5,0.4,0.417015,5,0.4
0.000705,0,4.20421,10,5.00049,0.5,0.249104,5,0.5,0.416834,5,0.5
0.000706,0,4.20917,10,5.00254,0.6,0.249037,5,0.6,0.416619,5,0.6
0.000707,0,4.21424,10,5.00342,0.7,0.248998,5,0.7,0.416503,5,0.7
0.000708,0,4.21937,10,5.00279,0.8,0.24898,5,0.8,0.416456,5,0.8
0.000709,0,4.2246,10,5.00068,0.9,0.24899,5,0.9,0.416499,5,0.9
0.00071,0,4.22991,10,4.99712,1,0.249027,5,1,0.416632,5,1
0.000711,1,4.23531,10,4.99449,0.1,0.249093,5,0.1,0.416852,5,0.1
0.000712,1,4.24066,10,4.99402,0.2,0.249144,5,0.2,0.417017,5,0.2
0.000713,1,4.24588,10,4.99512,0.3,0.249156,5,0.3,0.417055,5,0.3
0.000714,1,4.25101,10,4.99829,0.4,0.249139,5,0.4,0.416998,5,0.4
0.000715,0,4.25601,10,5.002,0.5,0.249083,5,0.5,0.416817,5,0.5
0.000716,0,4.26097,10,5.00402,0.6,0.249015,5,0.6,0.416601,5,0.6
0.000717,0,4.26604,10,5.00488,0.7,0.248976,5,0.7,0.416485,5,0.7
0.000718,0,4.27117,10,5.00423,0.8,0.248958,5,0.8,0.416438,5,0.8
0.000719,0,4.2764,10,5.00209,0.9,0.248967,5,0.9,0.416481,5,0.9
0.00072,0,4.28171,10,4.99851,1,0.249004,5,1,0.416613,5,1
0.000721,1,4.28711,10,4.99586,0.1,0.24907,5,0.1,0.416833,5,0.1
0.000722,1,4.29246,10,4.99536,0.2,0.24912,5,0.2,0.416998,5,0.2
0.000723,1,4.29768,10,4.99644,0.3,0.249132,5,0.3,0.417035,5,0.3
0.000724,1,4.30281,10,4.99959,0.4,0.249115,5,0.4,0.416978,5,0.4
0.000725,0,4.30781,10,5.00327,0.5,0.249058,5,0.5,0.416797,5,0.5
0.000726,0,4.31277,10,5.00527,0.6,0.24899,5,0.6,0.416581,5,0.6
0.000727,0,4.31784,10,5.00611,0.7,0.24895,5,0.7,0.416465,5,0.7
0.000728,0,4.32297,10,5.00543,0.8,0.248931,5,0.8,0.416417,5,0.8
0.000729,0,4.3282,10,5.00327,0.9,0.24894,5,0.9,0.41646,5,0.9
0.00073,0,4.33351,10,4.99967,9.97466e-013,0.248977,5,9.97466e-013,0.416592,5,9.97466e-013
0.000731,1,4.33891,10,4.997,0.1,0.249042,5,0.1,0.416811,5,0.1
0.000732,1,4.34426,10,4.99648,0.2,0.249092,5,0.2,0.416976,5,0.2
0.000733,1,4.34948,10,4.99753,0.3,0.249104,5,0.3,0.417013,5,0.3
0.000734,1,4.3546,10,5.00066,0.4,0.249086,5,0.4,0.416956,5,0.4
0.000735,0,4.3596,10,5.00432,0.5,0.24903,5,0.5,0.416774,5,0.5
0.000736,0,4.36457,10,5.0063,0.6,0.248961,5,0.6,0.416558,5,0.6
0.000737,0,4.36963,10,5.00712,0.7,0.248921,5,0.7,0.416442,5,0.7
0.000738,0,4.37477,10,5.00642,0.8,0.248902,5,0.8,0.416394,5,0.8
0.000739,0,4.37999,10,5.00424,0.9,0.248911,5,0.9,0.416437,5,0.9
0.00074,0,4.38531,10,5.00061,1,0.248948,5,1,0.416568,5,1
0.000741,1,4.39071,10,4.99792,0.1,0.249013,5,0.1,0.416788,5,0.1
0.000742,1,4.39605,10,4.99738,0.2,0.249062,5,0.2,0.416953,5,0.2
0.000743,1,4.40127,10,4.99842,0.3,0.249074,5,0.3,0.41699,5,0.3
0.000744,1,4.4064,10,5.00152,0.4,0.249056,5,0.4,0.416932,5,0.4
0.000745,0,4.4114,10,5.00516,0.5,0.248999,5,0.5,0.41675,5,0.5
0.000746,0,4.41636,10,5.00712,0.6,0.24893,5,0.6,0.416534,5,0.6
0.000747,0,4.42143,10,5.00792,0.7,0.248891,5,0.7,0.416418,5,0.7
0.000748,0,4.42656,10,5.0072,0.8,0.248871,5,0.8,0.41637,5,0.8
0.000749,0,4.43179,10,5.005,0.9,0.24888,5,0.9,0.416413,5,0.9
0.00075,0,4.4371,10,5.00135,1,0.248916,5,1,0.416544,5,1
0.000751,1,4.4425,10,4.99864,0.1,0.248981,5,0.1,0.416763,5,0.1
0.000752,1,4.44785,10,4.99808,0.2,0.249031,5,0.2,0.416928,5,0.2
0.000753,1,4.45307,10,4.9991,0.3,0.249042,5,0.3,0.416965,5,0.3
0.000754,1,4.45819,10,5.00219,0.4,0.249024,5,0.4,0.416908,5,0.4
0.000755,0,4.46319,10,5.00581,0.5,0.248967,5,0.5,0.416726,5,0.5
0.000756,0,4.46816,10,5.00775,0.6,0.248899,5,0.6,0.41651,5,0.6
0.000757,0,4.47322,10,5.00853,0.7,0.248859,5,0.7,0.416393,5,0.7
0.000758,0,4.47836,10,5.00779,0.8,0.24884,5,0.8,0.416345,5,0.8
0.000759,0,4.48358,10,5.00557,0.9,0.248848,5,0.9,0.416388,5,0.9
0.00076,0,4.48889,10,5.00191,1.06252e-012,0.248885,5,1.06252e-012,0.41652,5,1.06252e-012
0.000761,1,4.4943,10,4.99919,0.1,0.248949,5,0.1,0.416739,5,0.1
0.000762,1,4.49964,10,4.99861,0.2,0.248999,5,0.2,0.416903,5,0.2
0.000763,1,4.50486,10,4.99961,0.3,0.24901,5,0.3,0.416941,5,0.3
0.000764,1,4.50999,10,5.00268,0.4,0.248992,5,0.4,0.416883,5,0.4
0.000765,0,4.51499,10,5.00629,0.5,0.248935,5,0.5,0.416701,5,0.5
0.000766,0,4.51995,10,5.00821,0.6,0.248867,5,0.6,0.416485,5,0.6
0.000767,0,4.52502,10,5.00897,0.7,0.248827,5,0.7,0.416369,5,0.7
0.000768,0,4.53015,10,5.00822,0.8,0.248808,5,0.8,0.416321,5,0.8
0.000769,0,4.53537,10,5.00598,0.9,0.248816,5,0.9,0.416363,5,0.9
0.00077,0,4.54069,10,5.00231,1,0.248853,5,1,0.416495,5,1
0.000771,1,4.54609,10,4.99956,0.1,0.248917,5,0.1,0.416714,5,0.1
0.000772,1,4.55144,10,4.99897,0.2,0.248967,5,0.2,0.416879,5,0.2
0.000773,1,4.55666,10,4.99996,0.3,0.248978,5,0.3,0.416916,5,0.3
0.000774,1,4.56178,10,5.00301,0.4,0.248961,5,0.4,0.416859,5,0.4
0.000775,0,4.56678,10,5.00661,0.5,0.248904,5,0.5,0.416677,5,0.5
0.000776,0,4.57175,10,5.00851,0.6,0.248835,5,0.6,0.416461,5,0.6
0.000777,0,4.57681,10,5.00926,0.7,0.248795,5,0.7,0.416344,5,0.7
0.000778,0,4.58195,10,5.00849,0.8,0.248776,5,0.8,0.416297,5,0.8
0.000779,0,4.58717,10,5.00624,0.9,0.248785,5,0.9,0.416339,5,0.9
0.00078,0,4.59248,10,5.00255,1.10589e-012,0.248821,5,1.10589e-012,0.416471,5,1.10589e-012
0.000781,1,4.59788,10,4.9998,0.1,0.248886,5,0.1,0.41669,5,0.1
0.000782,1,4.60323,10,4.99919,0.2,0.248936,5,0.2,0.416855,5,0.2
0.000783,1,4.60845,10,5.00017,0.3,0.248947,5,0.3,0.416892,5,0.3
0.000784,1,4.61357,10,5.00321,0.4,0.24893,5,0.4,0.416835,5,0.4
0.000785,0,4.61857,10,5.00679,0.5,0.248873,5,0.5,0.416653,5,0.5
0.000786,0,4.62354,10,5.00868,0.6,0.248804,5,0.6,0.416437,5,0.6
0.000787,0,4.62861,10,5.00942,0.7,0.248765,5,0.7,0.416321,5,0.7
0.000788,0,4.63374,10,5.00864,0.8,0.248746,5,0.8,0.416273,5,0.8
0.000789,0,4.63897,10,5.00637,0.9,0.248754,5,0.9,0.416316,5,0.9
0.00079,0,4.64428,10,5.00267,1,0.248791,5,1,0.416448,5,1
0.000791,1,4.64968,10,4.9999,0.1,0.248856,5,0.1,0.416668,5,0.1
0.000792,1,4.65503,10,4.99929,0.2,0.248906,5,0.2,0.416833,5,0.2
0.000793,1,4.66025,10,5.00025,0.3,0.248918,5,0.3,0.41687,5,0.3
0.000794,1,4.66537,10,5.00328,0.4,0.2489,5,0.4,0.416813,5,0.4
0.000795,0,4.67037,10,5.00685,0.5,0.248844,5,0.5,0.416631,5,0.5
0.000796,0,4.67534,10,5.00873,0.6,0.248775,5,0.6,0.416415,5,0.6
0.000797,0,4.6804,10,5.00946,0.7,0.248736,5,0.7,0.416299,5,0.7
0.000798,0,4.68554,10,5.00867,0.8,0.248717,5,0.8,0.416252,5,0.8
0.000799,0,4.69076,10,5.00639,0.9,0.248726,5,0.9,0.416295,5,0.9
0.0008,0,4.69608,10,5.00268,1,0.248763,5,1,0.416427,5,1
0.000801,1,4.70148,10,4.9999,0.1,0.248828,5,0.1,0.416646,5,0.1
0.000802,1,4.70682,10,4.99928,0.2,0.248878,5,0.2,0.416811,5,0.2
0.000803,1,4.71204,10,5.00023,0.3,0.24889,5,0.3,0.416849,5,0.3
0.000804,1,4.71717,10,5.00325,0.4,0.248872,5,0.4,0.416792,5,0.4
0.000805,0,4.72217,10,5.00681,0.5,0.248816,5,0.5,0.41661,5,0.5
0.000806,0,4.72714,10,5.00868,0.6,0.248748,5,0.6,0.416394,5,0.6
0.000807,0,4.7322,10,5.0094,0.7,0.248709,5,0.7,0.416279,5,0.7
0.000808,0,4.73734,10,5.0086,0.8,0.24869,5,0.8,0.416231,5,0.8
0.000809,0,4.74256,10,5.00632,0.9,0.248699,5,0.9,0.416274,5,0.9
0.00081,0,4.74787,10,5.0026,1.17094e-012,0.248736,5,1.17094e-012,0.416406,5,1.17094e-012
0.000811,1,4.75328,10,4.99981,0.1,0.248802,5,0.1,0.416626,5,0.1
0.000812,1,4.75862,10,4.99918,0.2,0.248852,5,0.2,0.416791,5,0.2
0.000813,1,4.76384,10,5.00012,0.3,0.248864,5,0.3,0.416829,5,0.3
0.000814,1,4.76897,10,5.00314,0.4,0.248847,5,0.4,0.416772,5,0.4
0.000815,0,4.77397,10,5.00669,0.5,0.24879,5,0.5,0.41659,5,0.5
0.000816,0,4.77894,10,5.00855,0.6,0.248722,5,0.6,0.416375,5,0.6
0.000817,0,4.784,10,5.00926,0.7,0.248683,5,0.7,0.41626,5,0.7
0.000818,0,4.78914,10,5.00845,0.8,0.248665,5,0.8,0.416212,5,0.8
0.000819,0,4.79436,10,5.00617,0.9,0.248674,5,0.9,0.416256,5,0.9
0.00082,0,4.79968,10,5.00244,1,0.248712,5,1,0.416388,5,1
0.000821,1,4.80508,10,4.99965,0.1,0.248777,5,0.1,0.416608,5,0.1
0.000822,1,4.81042,10,4.999,0.2,0.248828,5,0.2,0.416773,5,0.2
0.000823,1,4.81564,10,4.99994,0.3,0.24884,5,0.3,0.416811,5,0.3
0.000824,1,4.82077,10,5.00295,0.4,0.248823,5,0.4,0.416754,5,0.4
0.000825,0,4.82577,10,5.0065,0.5,0.248767,5,0.5,0.416573,5,0.5
0.000826,0,4.83074,10,5.00836,0.6,0.248699,5,0.6,0.416358,5,0.6
0.000827,0,4.8358,10,5.00906,0.7,0.248661,5,0.7,0.416242,5,0.7
0.000828,0,4.84094,10,5.00824,0.8,0.248642,5,0.8,0.416195,5,0.8
0.000829,0,4.84616,10,5.00595,0.9,0.248652,5,0.9,0.416239,5,0.9
0.00083,0,4.85148,10,5.00222,1,0.24869,5,1,0.416371,5,1
0.000831,1,4.85688,10,4.99942,0.1,0.248755,5,0.1,0.416591,5,0.1
0.000832,1,4.86223,10,4.99877,0.2,0.248806,5,0.2,0.416757,5,0.2
0.000833,1,4.86745,10,4.99971,0.3,0.248819,5,0.3,0.416795,5,0.3
0.000834,1,4.87257,10,5.00271,0.4,0.248802,5,0.4,0.416738,5,0.4
0.000835,0,4.87757,10,5.00625,0.5,0.248746,5,0.5,0.416557,5,0.5
0.000836,0,4.88254,10,5.00811,0.6,0.248678,5,0.6,0.416342,5,0.6
0.000837,0,4.88761,10,5.0088,0.7,0.24864,5,0.7,0.416227,5,0.7
0.000838,0,4.89274,10,5.00798,0.8,0.248622,5,0.8,0.41618,5,0.8
0.000839,0,4.89797,10,5.00569,0.9,0.248632,5,0.9,0.416224,5,0.9
0.00084,0,4.90328,10,5.00195,1.23599e-012,0.24867,5,1.23599e-012,0.416357,5,1.23599e-012
0.000841,1,4.90868,10,4.99915,0.1,0.248736,5,0.1,0.416577,5,0.1
0.000842,1,4.91403,10,4.9985,0.2,0.248787,5,0.2,0.416743,5,0.2
0.000843,1,4.91925,10,4.99943,0.3,0.248799,5,0.3,0.416781,5,0.3
0.000844,1,4.92438,10,5.00243,0.4,0.248783,5,0.4,0.416724,5,0.4
0.000845,0,4.92938,10,5.00597,0.5,0.248727,5,0.5,0.416543,5,0.5
0.000846,0,4.93434,10,5.00782,0.6,0.24866,5,0.6,0.416329,5,0.6
0.000847,0,4.93941,10,5.00851,0.7,0.248622,5,0.7,0.416213,5,0.7
0.000848,0,4.94455,10,5.00769,0.8,0.248604,5,0.8,0.416167,5,0.8
0.000849,0,4.94977,10,5.00539,0.9,0.248614,5,0.9,0.416211,5,0.9
0.00085,0,4.95509,10,5.00165,1,0.248652,5,1,0.416344,5,1
0.000851,1,4.96049,10,4.99884,0.1,0.248719,5,0.1,0.416564,5,0.1
0.000852,1,4.96584,10,4.99819,0.2,0.24877,5,0.2,0.41673,5,0.2
0.000853,1,4.97106,10,4.99912,0.3,0.248783,5,0.3,0.416768,5,0.3
0.000854,1,4.97618,10,5.00212,0.4,0.248767,5,0.4,0.416712,5,0.4
0.000855,0,4.98118,10,5.00565,0.5,0.248711,5,0.5,0.416531,5,0.5
0.000856,0,4.98615,10,5.0075,0.6,0.248644,5,0.6,0.416317,5,0.6
0.000857,0,4.99122,10,5.00819,0.7,0.248606,5,0.7,0.416202,5,0.7
0.000858,0,4.99635,10,5.00737,0.8,0.248589,5,0.8,0.416155,5,0.8
0.000859,0,5.00158,10,5.00507,0.9,0.248599,5,0.9,0.416199,5,0.9
0.00086,0,5.00689,10,5.00133,1,0.248637,5,1,0.416332,5,1
0.000861,1,5.0123,10,4.99852,0.1,0.248704,5,0.1,0.416553,5,0.1
0.000862,1,5.01765,10,4.99787,0.2,0.248755,5,0.2,0.416719,5,0.2
0.000863,1,5.02287,10,4.99879,0.3,0.248768,5,0.3,0.416758,5,0.3
0.000864,1,5.02799,10,5.00179,0.4,0.248752,5,0.4,0.416702,5,0.4
0.000865,0,5.03299,10,5.00532,0.5,0.248697,5,0.5,0.416521,5,0.5
0.000866,0,5.03796,10,5.00717,0.6,0.24863,5,0.6,0.416307,5,0.6
0.000867,0,5.04303,10,5.00786,0.7,0.248593,5,0.7,0.416192,5,0.7
0.000868,0,5.04816,10,5.00704,0.8,0.248575,5,0.8,0.416145,5,0.8
0.000869,0,5.05339,10,5.00473,0.9,0.248586,5,0.9,0.41619,5,0.9
0.00087,0,5.0587,10,5.00099,1.30104e-012,0.248624,5,1.30104e-012,0.416323,5,1.30104e-012
0.000871,1,5.06411,10,4.99818,0.1,0.248691,5,0.1,0.416544,5,0.1
0.000872,1,5.06945,10,4.99753,0.2,0.248743,5,0.2,0.41671,5,0.2
0.000873,1,5.07468,10,4.99846,0.3,0.248756,5,0.3,0.416749,5,0.3
0.000874,1,5.0798,10,5.00145,0.4,0.248741,5,0.4,0.416693,5,0.4
0.000875,0,5.0848,10,5.00498,0.5,0.248686,5,0.5,0.416512,5,0.5
0.000876,0,5.08977,10,5.00683,0.6,0.248619,5,0.6,0.416298,5,0.6
0.000877,0,5.09484,10,5.00752,0.7,0.248581,5,0.7,0.416184,5,0.7
0.000878,0,5.09997,10,5.0067,0.8,0.248564,5,0.8,0.416137,5,0.8
0.000879,0,5.1052,10,5.00439,0.9,0.248575,5,0.9,0.416182,5,0.9
0.00088,0,5.11052,10,5.00065,1,0.248614,5,1,0.416315,5,1
0.000881,1,5.11592,10,4.99784,0.1,0.248681,5,0.1,0.416536,5,0.1
0.000882,1,5.12127,10,4.99719,0.2,0.248733,5,0.2,0.416703,5,0.2
0.000883,1,5.12649,10,4.99812,0.3,0.248746,5,0.3,0.416741,5,0.3
0.000884,1,5.13161,10,5.00112,0.4,0.248731,5,0.4,0.416686,5,0.4
0.000885,0,5.13661,10,5.00465,0.5,0.248676,5,0.5,0.416505,5,0.5
0.000886,0,5.14158,10,5.00649,0.6,0.24861,5,0.6,0.416291,5,0.6
0.000887,0,5.14665,10,5.00718,0.7,0.248572,5,0.7,0.416177,5,0.7
0.000888,0,5.15179,10,5.00636,0.8,0.248555,5,0.8,0.416131,5,0.8
0.000889,0,5.15701,10,5.00406,0.9,0.248566,5,0.9,0.416175,5,0.9
0.00089,0,5.16233,10,5.00031,1.34441e-012,0.248605,5,1.34441e-012,0.416309,5,1.34441e-012
0.000891,1,5.16773,10,4.99751,0.1,0.248672,5,0.1,0.41653,5,0.1
0.000892,1,5.17308,10,4.99686,0.2,0.248725,5,0.2,0.416697,5,0.2
0.000893,1,5.1783,10,4.99778,0.3,0.248738,5,0.3,0.416736,5,0.3
0.000894,1,5.18343,10,5.00078,0.4,0.248723,5,0.4,0.41668,5,0.4
0.000895,0,5.18843,10,5.00432,0.5,0.248668,5,0.5,0.4165,5,0.5
0.000896,0,5.1934,10,5.00616,0.6,0.248602,5,0.6,0.416286,5,0.6
0.000897,0,5.19846,10,5.00686,0.7,0.248565,5,0.7,0.416172,5,0.7
0.000898,0,5.2036,10,5.00603,0.8,0.248548,5,0.8,0.416126,5,0.8
0.000899,0,5.20883,10,5.00373,0.9,0.248559,5,0.9,0.41617,5,0.9
0.0009,0,5.21414,10,4.99999,1.36609e-012,0.248599,5,1.36609e-012,0.416304,5,1.36609e-012
0.000901,1,5.21954,10,4.99719,0.1,0.248666,5,0.1,0.416525,5,0.1
0.000902,1,5.22489,10,4.99653,0.2,0.248718,5,0.2,0.416692,5,0.2
0.000903,1,5.23011,10,4.99746,0.3,0.248732,5,0.3,0.416731,5,0.3
0.000904,1,5.23524,10,5.00046,0.4,0.248717,5,0.4,0.416676,5,0.4
0.000905,0,5.24024,10,5.004,0.5,0.248663,5,0.5,0.416495,5,0.5
0.000906,0,5.24521,10,5.00585,0.6,0.248596,5,0.6,0.416282,5,0.6
0.000907,0,5.25028,10,5.00654,0.7,0.24856,5,0.7,0.416168,5,0.7
0.000908,0,5.25541,10,5.00572,0.8,0.248543,5,0.8,0.416122,5,0.8
0.000909,0,5.26064,10,5.00342,0.9,0.248554,5,0.9,0.416167,5,0.9
0.00091,0,5.26596,10,4.99968,1,0.248594,5,1,0.416301,5,1
0.000911,1,5.27136,10,4.99688,0.1,0.248661,5,0.1,0.416522,5,0.1
0.000912,1,5.27671,10,4.99623,0.2,0.248714,5,0.2,0.416689,5,0.2
0.000913,1,5.28193,10,4.99716,0.3,0.248728,5,0.3,0.416728,5,0.3
0.000914,1,5.28706,10,5.00016,0.4,0.248713,5,0.4,0.416673,5,0.4
0.000915,0,5.29206,10,5.0037,0.5,0.248658,5,0.5,0.416493,5,0.5
0.000916,0,5.29703,10,5.00555,0.6,0.248592,5,0.6,0.416279,5,0.6
0.000917,0,5.30209,10,5.00624,0.7,0.248556,5,0.7,0.416165,5,0.7
0.000918,0,5.30723,10,5.00542,0.8,0.248539,5,0.8,0.416119,5,0.8
0.000919,0,5.31246,10,5.00312,0.9,0.248551,5,0.9,0.416164,5,0.9
0.00092,0,5.31777,10,4.99939,1.40946e-012,0.24859,5,1.40946e-012,0.416298,5,1.40946e-012
0.000921,1,5.32318,10,4.99659,0.1,0.248658,5,0.1,0.41652,5,0.1
0.000922,1,5.32853,10,4.99594,0.2,0.24871,5,0.2,0.416687,5,0.2
0.000923,1,5.33375,10,4.99687,0.3,0.248725,5,0.3,0.416726,5,0.3
0.000924,1,5.33887,10,4.99988,0.4,0.24871,5,0.4,0.416671,5,0.4
0.000925,0,5.34388,10,5.00341,0.5,0.248656,5,0.5,0.416491,5,0.5
0.000926,0,5.34884,10,5.00527,0.6,0.24859,5,0.6,0.416277,5,0.6
0.000927,0,5.35391,10,5.00596,0.7,0.248553,5,0.7,0.416163,5,0.7
0.000928,0,5.35905,10,5.00515,0.8,0.248537,5,0.8,0.416118,5,0.8
0.000929,0,5.36427,10,5.00285,0.9,0.248548,5,0.9,0.416163,5,0.9
0.00093,0,5.36959,10,4.99912,1.43115e-012,0.248588,5,1.43115e-012,0.416297,5,1.43115e-012
0.000931,1,5.37499,10,4.99632,0.1,0.248656,5,0.1,0.416519,5,0.1
0.000932,1,5.38034,10,4.99567,0.2,0.248709,5,0.2,0.416686,5,0.2
0.000933,1,5.38556,10,4.99661,0.3,0.248723,5,0.3,0.416725,5,0.3
0.000934,1,5.39069,10,4.99962,0.4,0.248708,5,0.4,0.41667,5,0.4
0.000935,0,5.39569,10,5.00316,0.5,0.248654,5,0.5,0.41649,5,0.5
0.000936,0,5.40066,10,5.00501,0.6,0.248588,5,0.6,0.416277,5,0.6
0.000937,0,5.40573,10,5.00571,0.7,0.248552,5,0.7,0.416163,5,0.7
0.000938,0,5.41087,10,5.00489,0.8,0.248536,5,0.8,0.416117,5,0.8
0.000939,0,5.41609,10,5.0026,0.9,0.248547,5,0.9,0.416162,5,0.9
0.00094,0,5.42141,10,4.99887,1,0.248587,5,1,0.416297,5,1
0.000941,1,5.42681,10,4.99607,0.1,0.248655,5,0.1,0.416518,5,0.1
0.000942,1,5.43216,10,4.99543,0.2,0.248708,5,0.2,0.416685,5,0.2
0.000943,1,5.43738,10,4.99637,0.3,0.248722,5,0.3,0.416725,5,0.3
0.000944,1,5.44251,10,4.99938,0.4,0.248708,5,0.4,0.41667,5,0.4
0.000945,0,5.44751,10,5.00292,0.5,0.248654,5,0.5,0.41649,5,0.5
0.000946,0,5.45248,10,5.00478,0.6,0.248588,5,0.6,0.416277,5,0.6
0.000947,0,5.45755,10,5.00548,0.7,0.248552,5,0.7,0.416163,5,0.7
0.000948,0,5.46269,10,5.00467,0.8,0.248536,5,0.8,0.416117,5,0.8
0.000949,0,5.46791,10,5.00238,0.9,0.248547,5,0.9,0.416163,5,0.9
0.00095,0,5.47323,10,4.99865,1.47451e-012,0.248587,5,1.47451e-012,0.416297,5,1.47451e-012
0.000951,1,5.47863,10,4.99585,0.1,0.248655,5,0.1,0.416519,5,0.1
0.000952,1,5.48398,10,4.99521,0.2,0.248708,5,0.2,0.416686,5,0.2
0.000953,1,5.4892,10,4.99615,0.3,0.248723,5,0.3,0.416725,5,0.3
0.000954,1,5.49433,10,4.99917,0.4,0.248708,5,0.4,0.41667,5,0.4
0.000955,0,5.49933,10,5.00271,0.5,0.248654,5,0.5,0.41649,5,0.5
0.000956,0,5.5043,10,5.00457,0.6,0.248589,5,0.6,0.416277,5,0.6
0.000957,0,5.50937,10,5.00528,0.7,0.248552,5,0.7,0.416164,5,0.7
0.000958,0,5.5145,10,5.00447,0.8,0.248537,5,0.8,0.416118,5,0.8
0.000959,0,5.51973,10,5.00218,0.9,0.248548,5,0.9,0.416163,5,0.9
0.00096,0,5.52505,10,4.99845,1.4962e-012,0.248588,5,1.4962e-012,0.416298,5,1.4962e-012
0.000961,1,5.53045,10,4.99566,0.1,0.248656,5,0.1,0.416519,5,0.1
0.000962,1,5.5358,10,4.99502,0.2,0.248709,5,0.2,0.416687,5,0.2
0.000963,1,5.54102,10,4.99596,0.3,0.248724,5,0.3,0.416726,5,0.3
