Var1,Var2_1,Var2_2,Var2_3
5.34,1,0.999484124305383,1.00000000089966
5.35,1,1.00217830040323,1.00000000082493
5.36,1,1.00433915278838,1.00000000075165
5.37,1,1.00543762941711,1.00000000068015
5.38,1,1.00520478488293,1.00000000061075
5.39,1,1.00369762763198,1.00000000054371
5.4,1,1.00128516230724,1.00000000047925
5.41,1,0.998558044542501,1.00000000041756
5.42,1,0.9961839678634,1.00000000035879
5.43,1,0.994744189025776,1.00000000030306
5.44,1,0.994591216089822,1.00000000025046
5.45,1,0.995762502152822,1.00000000020104
5.46,1,0.997971275524732,1.00000000015484
5.47,1,1.00067675143942,1.00000000011187
5.48,1,1.00321653502593,1.00000000007211
5.49,1,1.00496879867476,1.00000000003552
5.5,1,1.00550452712361,1.00000000000207
5.51,1,1.00469255535603,0.999999999971674
5.52,1,1.00273168237197,0.999999999944258
5.53,1,1.00010199825923,0.999999999919727
5.54,1,0.997447341396183,0.999999999897978
5.55,1,0.995417664362111,0.999999999878899
5.56,1,0.99450990287786,0.999999999862368
5.57,1,0.994946308610116,0.999999999848262
5.58,1,0.996620034212073,0.99999999983645
5.59,1,0.99912129328033,0.999999999826799
5.6,1,1.00183769035821,0.999999999819173
5.61,1,1.00410415670158,0.999999999813438
5.62,1,1.00536578230241,0.999999999809457
5.63,1,1.00531367721196,0.999999999807095
5.64,1,1.00396059857302,0.999999999806218
5.65,1,1.00163782722647,0.999999999806697
5.66,1,0.998914058607531,0.999999999808403
5.67,1,0.996456166269282,0.999999999811213
5.68,1,0.994865927978788,0.999999999815007
5.69,1,0.994532689531964,0.999999999819669
5.7,1,0.995538039323802,0.999999999825088
5.71,1,0.997635832663753,0.999999999831161
5.72,1,1.00031245658054,0.999999999837785
5.73,1,1.0029125801904,0.999999999844869
5.74,1,1.00479960255284,0.999999999852321
5.75,1,1.00551151478311,0.999999999860061
5.76,1,1.00487401594028,0.99999999986801
5.77,1,1.00304318797652,0.999999999876096
5.78,1,1.00046728143165,0.999999999884255
5.79,1,0.997776968067667,0.999999999892426
5.8,1,0.995630930425999,0.999999999900553
5.81,1,0.994554593368938,0.999999999908588
5.82,1,0.994811481748538,0.999999999916486
5.83,1,0.996338700332062,0.999999999924208
5.84,1,0.998762332748496,0.999999999931719
5.85,1,1.00148898925695,0.999999999938989
5.86,1,1.00385108925043,0.999999999945992
5.87,1,1.00527030827107,0.999999999952707
5.88,1,1.00539917200724,0.999999999959116
5.89,1,1.00420613012357,0.999999999965206
5.9,1,1.00198328088342,0.999999999970964
5.91,1,0.999274855306743,0.999999999976385
5.92,1,0.996743970435638,0.999999999981463
5.93,1,0.995010275155462,0.999999999986196
5.94,1,0.994498238536668,0.999999999990586
5.95,1,0.995333225002487,0.999999999994634
5.96,1,0.997310800745881,0.999999999998345
5.97,1,0.999946786255388,1.00000000000173
5.98,1,1.00259580034588,1.00000000000479
5.99,1,1.00460927198113,1.00000000000753
6,1,1.00549423308322,1.00000000000998
6.01,1,1.00503401431084,1.00000000001213
6.02,1,1.00334129327067,1.00000000001401
6.03,1,1.0008305071095,1.00000000001562
6.04,1,0.998116383846706,1.00000000001698
6.05,1,0.995863435515697,1.00000000001811
6.06,1,0.994623262442495,1.00000000001901
6.07,1,0.994699502248182,1.0000000000197
6.08,1,0.996073488769537,1.0000000000202
6.09,1,0.998408822186796,1.00000000002053
6.1,1,1.00113373143189,1.00000000002068
6.11,1,1.00358106368713,1.00000000002069
6.12,1,1.00515162666273,1.00000000002056
6.13,1,1.00546089176694,1.00000000002031
6.14,1,1.00443314011619,1.00000000001994
6.15,1,1.00232000115859,1.00000000001948
6.16,1,0.999638845009147,1.00000000001894
6.17,1,0.997046112201703,1.00000000001831
6.18,1,0.995176594152091,1.00000000001763
6.19,1,0.994488014080414,1.00000000001689
6.2,1,0.995148960403113,1.00000000001611
6.21,1,0.996997610408894,1.0000000000153
6.22,1,0.999581350102226,1.00000000001445
6.23,1,1.00226758989491,1.0000000000136
6.24,1,1.0043986445996,1.00000000001273
6.25,1,1.00545275770125,1.00000000001185
6.26,1,1.00517184554889,1.00000000001098
6.27,1,1.00362468523437,1.00000000001012
6.28,1,1.00119007556157,1.00000000000927
6.29,1,0.998464093888171,1.00000000000844
6.3,1,0.996114155599562,1.00000000000762
6.31,1,0.994715607545561,1.00000000000684
6.32,1,0.994610863065668,1.00000000000608
6.33,1,0.995825567261471,1.00000000000535
6.34,1,0.998062318181373,1.00000000000465
6.35,1,1.0007734811906,1.00000000000398
6.36,1,1.00329526902922,1.00000000000335
6.37,1,1.00501026008376,1.00000000000276
6.38,1,1.00549856473153,1.0000000000022
6.39,1,1.00464062896439,1.00000000000168
6.4,1,1.00264650537958,1.0000000000012
6.41,1,1.00000442497803,1.00000000000075
6.42,1,0.997361261187713,1.00000000000034
6.43,1,0.995364152687956,0.999999999999961
6.44,1,0.994502061291006,0.99999999999962
6.45,1,0.994986057037243,0.999999999999313
6.46,1,0.996697640887973,0.999999999999038
6.47,1,0.999217757422898,0.999999999998795
6.48,1,1.00192939422207,0.999999999998583
6.49,1,1.00416864802537,0.999999999998399
6.5,1,1.005387271405,0.999999999998242
6.51,1,1.0052869028566,0.999999999998112
6.52,1,1.00389211610127,0.999999999998006
6.53,1,1.00154440358158,0.999999999997923
6.54,1,0.99881856720167,0.999999999997861
6.55,1,0.996381986774187,0.999999999997819
6.56,1,0.994831222166485,0.999999999997795
6.57,1,0.994545954639331,0.999999999997788
6.58,1,0.995596027632422,0.999999999997796
6.59,1,0.997724346654477,0.999999999997818
6.6,1,1.00040982498118,0.999999999997852
6.61,1,1.00299496385883,0.999999999997897
6.62,1,1.00484683113032,0.999999999997952
6.63,1,1.00551202510148,0.999999999998015
6.64,1,1.00482768308872,0.999999999998085
6.65,1,1.00296135588405,0.999999999998162
6.66,1,1.00036998547764,0.999999999998244
6.67,1,0.997688029722179,0.99999999999833
6.68,1,0.995572124923116,0.999999999998418
6.69,1,0.994540318370038,0.999999999998509
6.7,1,0.994845232292673,0.999999999998602
6.71,1,0.996412213128537,0.999999999998695
6.72,1,0.998857609318665,0.999999999998788
6.73,1,1.00158270258956,0.999999999998881
6.74,1,1.00392029506759,0.999999999998972
6.75,1,1.00529806258775,0.999999999999062
6.76,1,1.00537867960981,0.99999999999915
6.77,1,1.00414240827518,0.999999999999235
6.78,1,1.00189193092307,0.999999999999318
6.79,1,0.999178242897425,0.999999999999397
6.8,1,0.996665749670128,0.999999999999473
6.81,1,0.994969597209504,0.999999999999546
6.82,1,0.994505062793316,0.999999999999615
6.83,1,0.995385880647867,0.99999999999968
6.84,1,0.997396395842782,0.999999999999741
