Time,Vref_1,V7,D_1,portadora,Vout
0.00022,1,0.0803616,0.105346,1,0.877582
0.0002202,1,0.0801861,0.108529,0.05,0.878108
0.0002204,1,0.0824105,0.0736095,0.1,0.878763
0.0002206,1,0.0838889,0.0506099,0.15,0.879399
0.0002208,1,0.0837131,0.0538954,0.2,0.880024
0.000221,1,0.0835371,0.0571765,0.25,0.880636
0.0002212,1,0.0833611,0.0604518,0.3,0.881233
0.0002214,1,0.0831849,0.0637215,0.35,0.881817
0.0002216,1,0.0830086,0.0669854,0.4,0.882388
0.0002218,1,0.0828321,0.0702436,0.45,0.882945
0.000222,1,0.0826556,0.0734962,0.5,0.883488
0.0002222,1,0.082479,0.0767431,0.55,0.884018
0.0002224,1,0.0823022,0.0799844,0.6,0.884534
0.0002226,1,0.0821254,0.0832199,0.65,0.885038
0.0002228,1,0.0819484,0.0864499,0.7,0.885528
0.000223,1,0.0817714,0.0896741,0.75,0.886005
0.0002232,1,0.0815942,0.0928928,0.8,0.886469
0.0002234,1,0.081417,0.0961058,0.85,0.886919
0.0002236,1,0.0812396,0.0993132,0.9,0.887357
0.0002238,1,0.0810622,0.102515,0.95,0.887782
0.000224,1,0.0808847,0.105711,1.00289e-012,0.888194
0.0002242,1,0.0807071,0.108902,0.05,0.888698
0.0002244,1,0.0829294,0.0739894,0.1,0.889332
0.0002246,1,0.0844163,0.0508273,0.15,0.889946
0.0002248,1,0.0842384,0.0541203,0.2,0.89055
0.000225,1,0.0840603,0.0574088,0.25,0.89114
0.0002252,1,0.0838822,0.0606915,0.3,0.891716
0.0002254,1,0.0837039,0.0639684,0.35,0.892278
0.0002256,1,0.0835255,0.0672397,0.4,0.892827
0.0002258,1,0.083347,0.0705051,0.45,0.893362
0.000226,1,0.0831684,0.0737649,0.5,0.893884
0.0002262,1,0.0829896,0.0770189,0.55,0.894393
0.0002264,1,0.0828108,0.0802673,0.6,0.894888
0.0002266,1,0.0826319,0.0835099,0.65,0.895369
0.0002268,1,0.0824528,0.0867468,0.7,0.895838
0.000227,1,0.0822737,0.089978,0.75,0.896293
0.0002272,1,0.0820945,0.0932036,0.8,0.896735
0.0002274,1,0.0819152,0.0964235,0.85,0.897164
0.0002276,1,0.0817358,0.0996377,0.9,0.89758
0.0002278,1,0.0815563,0.102846,0.95,0.897984
0.000228,1,0.0813768,0.106049,1,0.898374
0.0002282,1,0.0811971,0.109246,0.05,0.898857
0.0002284,1,0.0834174,0.0743407,0.1,0.899468
0.0002286,1,0.0849122,0.0510284,0.15,0.900061
0.0002288,1,0.0847323,0.0543283,0.2,0.900644
0.000229,1,0.0845522,0.0576235,0.25,0.901213
0.0002292,1,0.084372,0.060913,0.3,0.901768
0.0002294,1,0.0841917,0.0641967,0.35,0.902309
0.0002296,1,0.0840113,0.0674746,0.4,0.902837
0.0002298,1,0.0838308,0.0707467,0.45,0.903351
0.00023,1,0.0836502,0.074013,0.5,0.903852
0.0002302,1,0.0834694,0.0772736,0.55,0.904339
0.0002304,1,0.0832886,0.0805285,0.6,0.904812
0.0002306,1,0.0831077,0.0837776,0.65,0.905273
0.0002308,1,0.0829267,0.0870209,0.7,0.90572
0.000231,1,0.0827456,0.0902585,0.75,0.906154
0.0002312,1,0.0825644,0.0934904,0.8,0.906575
0.0002314,1,0.0823831,0.0967166,0.85,0.906982
0.0002316,1,0.0822018,0.0999371,0.9,0.907377
0.0002318,1,0.0820203,0.103152,0.95,0.907759
0.000232,1,0.0818388,0.106361,1.0571e-012,0.908128
0.0002322,1,0.0816572,0.109564,0.05,0.908589
0.0002324,1,0.0838755,0.0746647,0.1,0.90918
0.0002326,1,0.0853775,0.0512138,0.15,0.909752
0.0002328,1,0.0851956,0.0545199,0.2,0.910314
0.000233,1,0.0850136,0.0578214,0.25,0.910862
0.0002332,1,0.0848315,0.061117,0.3,0.911396
0.0002334,1,0.0846493,0.0644069,0.35,0.911916
0.0002336,1,0.0844669,0.0676909,0.4,0.912423
0.0002338,1,0.0842845,0.0709691,0.45,0.912916
0.000234,1,0.084102,0.0742414,0.5,0.913396
0.0002342,1,0.0839193,0.077508,0.55,0.913862
0.0002344,1,0.0837366,0.0807688,0.6,0.914315
0.0002346,1,0.0835538,0.0840238,0.65,0.914754
0.0002348,1,0.0833709,0.087273,0.7,0.91518
0.000235,1,0.0831879,0.0905165,0.75,0.915593
0.0002352,1,0.0830048,0.0937541,0.8,0.915993
0.0002354,1,0.0828217,0.0969861,0.85,0.91638
0.0002356,1,0.0826384,0.100212,0.9,0.916754
0.0002358,1,0.0824551,0.103433,0.95,0.917114
0.000236,1,0.0822717,0.106647,1.0842e-012,0.917462
0.0002362,1,0.0820883,0.109856,0.05,0.917903
0.0002364,1,0.0843047,0.0749623,0.1,0.918473
0.0002366,1,0.0858132,0.051384,0.15,0.919024
0.0002368,1,0.0856294,0.0546958,0.2,0.919565
0.000237,1,0.0854456,0.058003,0.25,0.920093
0.0002372,1,0.0852616,0.0613043,0.3,0.920606
0.0002374,1,0.0850775,0.0645997,0.35,0.921106
0.0002376,1,0.0848934,0.0678893,0.4,0.921592
0.0002378,1,0.0847091,0.071173,0.45,0.922065
0.000238,1,0.0845247,0.0744509,0.5,0.922524
0.0002382,1,0.0843403,0.0777229,0.55,0.92297
0.0002384,1,0.0841557,0.0809891,0.6,0.923402
0.0002386,1,0.0839711,0.0842494,0.65,0.923821
0.0002388,1,0.0837864,0.087504,0.7,0.924226
0.000239,1,0.0836015,0.0907527,0.75,0.924619
0.0002392,1,0.0834167,0.0939957,0.8,0.924998
0.0002394,1,0.0832317,0.0972328,0.85,0.925364
0.0002396,1,0.0830467,0.100464,0.9,0.925717
0.0002398,1,0.0828616,0.10369,0.95,0.926057
0.00024,1,0.0826764,0.10691,1.11131e-012,0.926384
0.0002402,1,0.0824911,0.110124,0.05,0.926804
0.0002404,1,0.0847058,0.0752346,0.1,0.927353
0.0002406,1,0.0862202,0.0515396,0.15,0.927885
0.0002408,1,0.0860346,0.0548566,0.2,0.928406
0.000241,1,0.085849,0.0581689,0.25,0.928913
0.0002412,1,0.0856633,0.0614754,0.3,0.929406
0.0002414,1,0.0854774,0.0647759,0.35,0.929886
0.0002416,1,0.0852915,0.0680705,0.4,0.930352
0.0002418,1,0.0851055,0.0713592,0.45,0.930804
0.000242,1,0.0849194,0.0746421,0.5,0.931243
0.0002422,1,0.0847332,0.077919,0.55,0.931668
0.0002424,1,0.0845469,0.0811901,0.6,0.93208
0.0002426,1,0.0843605,0.0844553,0.65,0.932479
0.0002428,1,0.084174,0.0877147,0.7,0.932864
0.000243,1,0.0839875,0.0909682,0.75,0.933237
0.0002432,1,0.0838009,0.0942159,0.8,0.933595
0.0002434,1,0.0836142,0.0974578,0.85,0.933941
0.0002436,1,0.0834275,0.100694,0.9,0.934274
0.0002438,1,0.0832406,0.103924,0.95,0.934594
0.000244,1,0.0830537,0.107149,1.13841e-012,0.934901
0.0002442,1,0.0828668,0.110367,0.05,0.935301
0.0002444,1,0.0850798,0.0754826,0.1,0.93583
0.0002446,1,0.0865994,0.0516813,0.15,0.936341
0.0002448,1,0.0864122,0.055003,0.2,0.936843
0.000245,1,0.0862249,0.05832,0.25,0.93733
0.0002452,1,0.0860374,0.061631,0.3,0.937803
0.0002454,1,0.0858499,0.0649361,0.35,0.938263
0.0002456,1,0.0856623,0.0682352,0.4,0.938709
0.0002458,1,0.0854746,0.0715285,0.45,0.939142
0.000246,1,0.0852868,0.0748158,0.5,0.939561
0.0002462,1,0.085099,0.0780972,0.55,0.939966
0.0002464,1,0.084911,0.0813727,0.6,0.940359
0.0002466,1,0.084723,0.0846423,0.65,0.940737
0.0002468,1,0.0845349,0.087906,0.7,0.941103
0.000247,1,0.0843467,0.0911638,0.75,0.941455
0.0002472,1,0.0841584,0.0944158,0.8,0.941794
0.0002474,1,0.0839701,0.0976619,0.85,0.94212
0.0002476,1,0.0837817,0.100902,0.9,0.942433
0.0002478,1,0.0835933,0.104137,0.95,0.942733
0.000248,1,0.0834047,0.107365,1,0.94302
0.0002482,1,0.0832162,0.110588,0.05,0.9434
0.0002484,1,0.0854275,0.0757073,0.1,0.94391
0.0002486,1,0.0869519,0.0518097,0.15,0.944402
0.0002488,1,0.086763,0.0551355,0.2,0.944884
0.000249,1,0.0865741,0.0584567,0.25,0.945351
0.0002492,1,0.0863851,0.0617718,0.3,0.945805
0.0002494,1,0.0861959,0.065081,0.35,0.946246
0.0002496,1,0.0860067,0.0683842,0.4,0.946673
0.0002498,1,0.0858174,0.0716815,0.45,0.947086
0.00025,1,0.0856281,0.0749728,0.5,0.947485
0.0002502,1,0.0854386,0.0782581,0.55,0.947871
0.0002504,1,0.0852491,0.0815376,0.6,0.948244
0.0002506,1,0.0850595,0.0848111,0.65,0.948603
0.0002508,1,0.0848698,0.0880787,0.7,0.948949
0.000251,1,0.08468,0.0913403,0.75,0.949282
0.0002512,1,0.0844902,0.0945961,0.8,0.949602
0.0002514,1,0.0843003,0.097846,0.85,0.949909
0.0002516,1,0.0841104,0.10109,0.9,0.950202
0.0002518,1,0.0839204,0.104328,0.95,0.950483
0.000252,1,0.0837303,0.10756,1.19262e-012,0.95075
0.0002522,1,0.0835402,0.110787,0.05,0.951111
0.0002524,1,0.08575,0.0759098,0.1,0.951601
0.0002526,1,0.0872785,0.0519253,0.15,0.952074
0.0002528,1,0.0870881,0.0552548,0.2,0.952537
0.000253,1,0.0868976,0.0585796,0.25,0.952986
0.0002532,1,0.0867071,0.0618985,0.3,0.953421
0.0002534,1,0.0865164,0.0652113,0.35,0.953842
0.0002536,1,0.0863257,0.0685181,0.4,0.95425
0.0002538,1,0.0861349,0.0718189,0.45,0.954644
0.000254,1,0.085944,0.0751138,0.5,0.955024
0.0002542,1,0.085753,0.0784027,0.55,0.955391
0.0002544,1,0.085562,0.0816856,0.6,0.955745
0.0002546,1,0.0853709,0.0849625,0.65,0.956085
0.0002548,1,0.0851797,0.0882335,0.7,0.956413
0.000255,1,0.0849885,0.0914986,0.75,0.956726
0.0002552,1,0.0847971,0.0947577,0.8,0.957027
0.0002554,1,0.0846058,0.0980109,0.85,0.957315
0.0002556,1,0.0844143,0.101258,0.9,0.957589
0.0002558,1,0.0842228,0.1045,0.95,0.957851
0.000256,1,0.0840313,0.107735,1,0.9581
0.0002562,1,0.0838397,0.110965,0.05,0.958441
0.0002564,1,0.086048,0.076091,0.1,0.958913
0.0002566,1,0.0875802,0.0520286,0.15,0.959367
0.0002568,1,0.0873883,0.0553614,0.2,0.959811
0.000257,1,0.0871964,0.0586895,0.25,0.960241
0.0002572,1,0.0870044,0.0620116,0.3,0.960658
0.0002574,1,0.0868123,0.0653276,0.35,0.96106
0.0002576,1,0.0866201,0.0686376,0.4,0.961449
0.0002578,1,0.0864279,0.0719415,0.45,0.961825
0.000258,1,0.0862356,0.0752395,0.5,0.962187
0.0002582,1,0.0860432,0.0785314,0.55,0.962535
0.0002584,1,0.0858507,0.0818174,0.6,0.96287
0.0002586,1,0.0856582,0.0850974,0.65,0.963192
0.0002588,1,0.0854655,0.0883714,0.7,0.963501
0.000259,1,0.0852729,0.0916394,0.75,0.963796
0.0002592,1,0.0850802,0.0949015,0.8,0.964078
0.0002594,1,0.0848874,0.0981576,0.85,0.964347
0.0002596,1,0.0846945,0.101408,0.9,0.964603
0.0002598,1,0.0845016,0.104652,0.95,0.964846
0.00026,1,0.0843087,0.10789,1,0.965077
0.0002602,1,0.0841157,0.111123,0.05,0.9654
0.0002604,1,0.0863226,0.0762519,0.1,0.965853
0.0002606,1,0.0878579,0.0521203,0.15,0.966289
0.0002608,1,0.0876647,0.0554559,0.2,0.966715
0.000261,1,0.0874714,0.0587869,0.25,0.967127
0.0002612,1,0.087278,0.0621117,0.3,0.967525
0.0002614,1,0.0870845,0.0654305,0.35,0.967909
0.0002616,1,0.086891,0.0687433,0.4,0.96828
0.0002618,1,0.0866974,0.0720499,0.45,0.968638
0.000262,1,0.0865037,0.0753506,0.5,0.968981
0.0002622,1,0.0863099,0.0786452,0.55,0.969312
0.0002624,1,0.0861161,0.0819338,0.6,0.969629
0.0002626,1,0.0859222,0.0852164,0.65,0.969932
0.0002628,1,0.0857282,0.088493,0.7,0.970223
0.000263,1,0.0855342,0.0917636,0.75,0.9705
0.0002632,1,0.0853401,0.0950283,0.8,0.970764
0.0002634,1,0.085146,0.0982869,0.85,0.971015
0.0002636,1,0.0849518,0.10154,0.9,0.971253
0.0002638,1,0.0847576,0.104786,0.95,0.971478
0.000264,1,0.0845633,0.108027,1.27394e-012,0.97169
0.0002642,1,0.084369,0.111262,0.05,0.971995
0.0002644,1,0.0865746,0.0763933,0.1,0.97243
0.0002646,1,0.0881126,0.0522009,0.15,0.972849
0.0002648,1,0.0879181,0.0555389,0.2,0.973257
0.000265,1,0.0877234,0.0588723,0.25,0.973651
0.0002652,1,0.0875288,0.0621996,0.3,0.974031
0.0002654,1,0.087334,0.0655207,0.35,0.974398
0.0002656,1,0.0871391,0.0688358,0.4,0.974751
0.0002658,1,0.0869442,0.0721448,0.45,0.975091
0.000266,1,0.0867492,0.0754478,0.5,0.975417
0.0002662,1,0.0865542,0.0787447,0.55,0.97573
0.0002664,1,0.0863591,0.0820356,0.6,0.976029
0.0002666,1,0.0861639,0.0853204,0.65,0.976315
0.0002668,1,0.0859687,0.0885992,0.7,0.976588
0.000267,1,0.0857734,0.091872,0.75,0.976847
0.0002672,1,0.085578,0.0951388,0.8,0.977094
0.0002674,1,0.0853826,0.0983996,0.85,0.977327
0.0002676,1,0.0851872,0.101654,0.9,0.977548
0.0002678,1,0.0849917,0.104903,0.95,0.977755
0.000268,1,0.0847962,0.108146,1.30104e-012,0.97795
0.0002682,1,0.0846006,0.111383,0.05,0.978237
0.0002684,1,0.086805,0.0765163,0.1,0.978654
0.0002686,1,0.0883452,0.0522708,0.15,0.979056
0.0002688,1,0.0881494,0.055611,0.2,0.979446
0.000269,1,0.0879535,0.0589464,0.25,0.979823
0.0002692,1,0.0877576,0.0622757,0.3,0.980186
0.0002694,1,0.0875616,0.0655988,0.35,0.980536
0.0002696,1,0.0873655,0.0689159,0.4,0.980872
0.0002698,1,0.0871694,0.0722269,0.45,0.981194
0.00027,1,0.0869732,0.0755318,0.5,0.981503
0.0002702,1,0.0867769,0.0788306,0.55,0.981798
0.0002704,1,0.0865806,0.0821234,0.6,0.982081
0.0002706,1,0.0863842,0.0854101,0.65,0.982349
0.0002708,1,0.0861877,0.0886907,0.7,0.982605
0.000271,1,0.0859912,0.0919653,0.75,0.982847
0.0002712,1,0.0857947,0.0952339,0.8,0.983076
0.0002714,1,0.0855981,0.0984964,0.85,0.983293
0.0002716,1,0.0854015,0.101753,0.9,0.983496
0.0002718,1,0.0852048,0.105004,0.95,0.983686
0.000272,1,0.0850081,0.108248,1,0.983864
0.0002722,1,0.0848113,0.111487,0.05,0.984134
0.0002724,1,0.0870145,0.0766217,0.1,0.984535
0.0002726,1,0.0885565,0.0523307,0.15,0.984919
0.0002728,1,0.0883595,0.0556725,0.2,0.985293
0.000273,1,0.0881625,0.0590096,0.25,0.985653
0.0002732,1,0.0879654,0.0623406,0.3,0.985999
0.0002734,1,0.0877682,0.0656654,0.35,0.986332
0.0002736,1,0.087571,0.0689841,0.4,0.986651
0.0002738,1,0.0873737,0.0722967,0.45,0.986956
0.000274,1,0.0871763,0.0756032,0.5,0.987248
0.0002742,1,0.0869789,0.0789036,0.55,0.987527
0.0002744,1,0.0867814,0.0821979,0.6,0.987792
0.0002746,1,0.0865839,0.0854861,0.65,0.988044
0.0002748,1,0.0863863,0.0887682,0.7,0.988283
0.000275,1,0.0861887,0.0920443,0.75,0.988509
0.0002752,1,0.085991,0.0953143,0.8,0.988722
0.0002754,1,0.0857933,0.0985783,0.85,0.988921
0.0002756,1,0.0855955,0.101836,0.9,0.989108
0.0002758,1,0.0853977,0.105088,0.95,0.989281
0.000276,1,0.0851999,0.108334,1,0.989442
0.0002762,1,0.085002,0.111574,0.05,0.989696
0.0002764,1,0.0872041,0.0767104,0.1,0.99008
0.0002766,1,0.0887474,0.052381,0.15,0.990448
0.0002768,1,0.0885494,0.0557242,0.2,0.990805
0.000277,1,0.0883512,0.0590627,0.25,0.991149
0.0002772,1,0.088153,0.0623949,0.3,0.991479
0.0002774,1,0.0879548,0.0657211,0.35,0.991795
0.0002776,1,0.0877564,0.069041,0.4,0.992098
0.0002778,1,0.0875581,0.0723549,0.45,0.992387
0.000278,1,0.0873596,0.0756626,0.5,0.992663
0.0002782,1,0.0871611,0.0789642,0.55,0.992925
0.0002784,1,0.0869625,0.0822597,0.6,0.993174
0.0002786,1,0.0867639,0.0855491,0.65,0.99341
0.0002788,1,0.0865653,0.0888324,0.7,0.993633
0.000279,1,0.0863666,0.0921097,0.75,0.993842
0.0002792,1,0.0861678,0.0953808,0.8,0.994038
0.0002794,1,0.085969,0.0986459,0.85,0.994222
0.0002796,1,0.0857702,0.101905,0.9,0.994392
0.0002798,1,0.0855713,0.105158,0.95,0.99455
0.00028,1,0.0853724,0.108405,1.38236e-012,0.994694
0.0002802,1,0.0851735,0.111646,0.05,0.994932
0.0002804,1,0.0873746,0.0767833,0.1,0.9953
0.0002806,1,0.0889189,0.0524223,0.15,0.995652
0.0002808,1,0.0887198,0.0557665,0.2,0.995993
0.000281,1,0.0885206,0.059106,0.25,0.996321
0.0002812,1,0.0883214,0.0624392,0.3,0.996635
0.0002814,1,0.0881221,0.0657663,0.35,0.996936
0.0002816,1,0.0879228,0.0690873,0.4,0.997222
0.0002818,1,0.0877233,0.0724021,0.45,0.997496
0.000282,1,0.0875239,0.0757107,0.5,0.997756
0.0002822,1,0.0873243,0.0790133,0.55,0.998002
0.0002824,1,0.0871248,0.0823097,0.6,0.998235
0.0002826,1,0.0869251,0.0855999,0.65,0.998455
0.0002828,1,0.0867255,0.0888841,0.7,0.998662
0.000283,1,0.0865258,0.0921622,0.75,0.998856
0.0002832,1,0.086326,0.0954342,0.8,0.999037
0.0002834,1,0.0861262,0.0987001,0.85,0.999204
0.0002836,1,0.0859264,0.10196,0.9,0.999359
0.0002838,1,0.0857265,0.105214,0.95,0.999501
0.000284,1,0.0855267,0.108461,1,0.99963
0.0002842,1,0.0853267,0.111703,0.05,0.999852
0.0002844,1,0.0875268,0.0768412,0.1,1.0002
0.0002846,1,0.0890718,0.0524549,0.15,1.00054
0.0002848,1,0.0888717,0.0557999,0.2,1.00087
0.000285,1,0.0886716,0.0591401,0.25,1.00118
0.0002852,1,0.0884714,0.062474,0.3,1.00148
0.0002854,1,0.0882711,0.0658018,0.35,1.00176
0.0002856,1,0.0880708,0.0691234,0.4,1.00203
0.0002858,1,0.0878704,0.0724389,0.45,1.00229
0.000286,1,0.08767,0.0757482,0.5,1.00254
0.0002862,1,0.0874695,0.0790513,0.55,1.00277
0.0002864,1,0.0872689,0.0823483,0.6,1.00299
0.0002866,1,0.0870684,0.0856391,0.65,1.00319
0.0002868,1,0.0868677,0.0889239,0.7,1.00338
0.000287,1,0.0866671,0.0922025,0.75,1.00356
0.0002872,1,0.0864664,0.095475,0.8,1.00373
0.0002874,1,0.0862657,0.0987414,0.85,1.00388
0.0002876,1,0.0860649,0.102002,0.9,1.00402
0.0002878,1,0.0858641,0.105256,0.95,1.00414
0.000288,1,0.0856633,0.108504,1,1.00426
0.0002882,1,0.0854625,0.111746,0.05,1.00447
0.0002884,1,0.0876616,0.0768849,0.1,1.0048
0.0002886,1,0.0892069,0.0524795,0.15,1.00512
0.0002888,1,0.0890059,0.0558248,0.2,1.00543
0.000289,1,0.0888048,0.0591654,0.25,1.00573
0.0002892,1,0.0886037,0.0624998,0.3,1.00602
0.0002894,1,0.0884025,0.065828,0.35,1.00629
0.0002896,1,0.0882013,0.06915,0.4,1.00654
0.0002898,1,0.088,0.0724658,0.45,1.00679
0.00029,1,0.0877987,0.0757755,0.5,1.00702
0.0002902,1,0.0875973,0.0790789,0.55,1.00723
0.0002904,1,0.0873959,0.0823762,0.6,1.00743
0.0002906,1,0.0871944,0.0856674,0.65,1.00762
0.0002908,1,0.0869929,0.0889524,0.7,1.0078
0.000291,1,0.0867914,0.0922313,0.75,1.00796
0.0002912,1,0.0865898,0.0955041,0.8,1.00812
0.0002914,1,0.0863882,0.0987708,0.85,1.00825
0.0002916,1,0.0861866,0.102031,0.9,1.00838
0.0002918,1,0.0859849,0.105286,0.95,1.00849
0.000292,1,0.0857832,0.108534,1.46367e-012,1.00859
0.0002922,1,0.0855815,0.111776,0.05,1.00878
0.0002924,1,0.0877798,0.0769152,0.1,1.0091
0.0002926,1,0.0893251,0.0524963,0.15,1.00941
0.0002928,1,0.0891232,0.0558419,0.2,1.00971
0.000293,1,0.0889213,0.0591826,0.25,1.00999
0.0002932,1,0.0887193,0.0625172,0.3,1.01026
0.0002934,1,0.0885173,0.0658455,0.35,1.01051
0.0002936,1,0.0883152,0.0691676,0.4,1.01076
0.0002938,1,0.0881131,0.0724835,0.45,1.01099
0.000294,1,0.0879109,0.0757932,0.5,1.0112
0.0002942,1,0.0877087,0.0790967,0.55,1.0114
0.0002944,1,0.0875064,0.0823941,0.6,1.01159
0.0002946,1,0.0873041,0.0856853,0.65,1.01177
0.0002948,1,0.0871018,0.0889704,0.7,1.01193
0.000295,1,0.0868994,0.0922493,0.75,1.01208
0.0002952,1,0.086697,0.0955221,0.8,1.01222
0.0002954,1,0.0864946,0.0987887,0.85,1.01234
0.0002956,1,0.0862922,0.102049,0.9,1.01245
0.0002958,1,0.0860897,0.105304,0.95,1.01255
0.000296,1,0.0858872,0.108552,1.49078e-012,1.01263
0.0002962,1,0.0856847,0.111794,0.05,1.01281
0.0002964,1,0.0878821,0.0769329,0.1,1.01312
0.0002966,1,0.0894271,0.052506,0.15,1.01341
0.0002968,1,0.0892245,0.0558514,0.2,1.01369
0.000297,1,0.0890217,0.0591921,0.25,1.01396
0.0002972,1,0.088819,0.0625265,0.3,1.01422
0.0002974,1,0.0886162,0.0658547,0.35,1.01446
0.0002976,1,0.0884133,0.0691767,0.4,1.01469
0.0002978,1,0.0882104,0.0724924,0.45,1.0149
0.000298,1,0.0880074,0.075802,0.5,1.0151
0.0002982,1,0.0878044,0.0791053,0.55,1.01529
0.0002984,1,0.0876014,0.0824025,0.6,1.01547
0.0002986,1,0.0873983,0.0856935,0.65,1.01563
0.0002988,1,0.0871952,0.0889784,0.7,1.01578
0.000299,1,0.0869921,0.0922571,0.75,1.01591
0.0002992,1,0.0867889,0.0955296,0.8,1.01604
0.0002994,1,0.0865857,0.098796,0.85,1.01614
0.0002996,1,0.0863825,0.102056,0.9,1.01624
0.0002998,1,0.0861792,0.10531,0.95,1.01633
0.0003,1,0.085976,0.108558,1,1.0164
0.0003002,1,0.0857727,0.1118,0.05,1.01656
0.0003004,1,0.0879694,0.0769387,0.1,1.01686
0.0003006,1,0.0895138,0.0525088,0.15,1.01714
0.0003008,1,0.0893104,0.0558539,0.2,1.0174
0.000301,1,0.089107,0.0591943,0.25,1.01766
0.0003012,1,0.0889035,0.0625283,0.3,1.0179
0.0003014,1,0.0886999,0.0658562,0.35,1.01813
0.0003016,1,0.0884963,0.0691778,0.4,1.01834
0.0003018,1,0.0882927,0.0724931,0.45,1.01855
0.000302,1,0.088089,0.0758023,0.5,1.01873
0.0003022,1,0.0878852,0.0791052,0.55,1.01891
0.0003024,1,0.0876815,0.082402,0.6,1.01907
0.0003026,1,0.0874777,0.0856926,0.65,1.01922
0.0003028,1,0.0872739,0.088977,0.7,1.01935
0.000303,1,0.08707,0.0922552,0.75,1.01947
0.0003032,1,0.0868661,0.0955273,0.8,1.01958
0.0003034,1,0.0866622,0.0987932,0.85,1.01968
0.0003036,1,0.0864583,0.102053,0.9,1.01976
0.0003038,1,0.0862543,0.105307,0.95,1.01984
0.000304,1,0.0860504,0.108554,1,1.01989
0.0003042,1,0.0858464,0.111796,0.05,1.02004
0.0003044,1,0.0880424,0.0769334,0.1,1.02033
0.0003046,1,0.089586,0.0525053,0.15,1.02059
0.0003048,1,0.0893819,0.0558499,0.2,1.02085
0.000305,1,0.0891778,0.0591896,0.25,1.02109
0.0003052,1,0.0889736,0.0625231,0.3,1.02132
0.0003054,1,0.0887693,0.0658504,0.35,1.02153
0.0003056,1,0.088565,0.0691714,0.4,1.02174
0.0003058,1,0.0883607,0.0724861,0.45,1.02192
0.000306,1,0.0881563,0.0757947,0.5,1.0221
0.0003062,1,0.0879519,0.079097,0.55,1.02226
0.0003064,1,0.0877475,0.0823932,0.6,1.02241
0.0003066,1,0.087543,0.0856831,0.65,1.02254
0.0003068,1,0.0873385,0.0889668,0.7,1.02267
0.000307,1,0.087134,0.0922444,0.75,1.02278
0.0003072,1,0.0869295,0.0955158,0.8,1.02287
0.0003074,1,0.0867249,0.0987811,0.85,1.02296
0.0003076,1,0.0865203,0.10204,0.9,1.02303
0.0003078,1,0.0863157,0.105293,0.95,1.02308
0.000308,1,0.0861111,0.10854,1.57209e-012,1.02313
0.0003082,1,0.0859065,0.111781,0.05,1.02327
0.0003084,1,0.0881018,0.0769177,0.1,1.02354
0.0003086,1,0.0896444,0.0524958,0.15,1.02379
0.0003088,1,0.0894396,0.0558396,0.2,1.02403
0.000309,1,0.0892348,0.0591786,0.25,1.02426
0.0003092,1,0.08903,0.0625113,0.3,1.02448
0.0003094,1,0.0888251,0.0658378,0.35,1.02468
0.0003096,1,0.0886202,0.069158,0.4,1.02487
0.0003098,1,0.0884153,0.0724719,0.45,1.02505
0.00031,1,0.0882103,0.0757797,0.5,1.02521
0.0003102,1,0.0880052,0.0790812,0.55,1.02536
0.0003104,1,0.0878002,0.0823765,0.6,1.02549
0.0003106,1,0.0875951,0.0856656,0.65,1.02562
0.0003108,1,0.08739,0.0889485,0.7,1.02573
0.000311,1,0.0871849,0.0922252,0.75,1.02582
0.0003112,1,0.0869797,0.0954957,0.8,1.02591
0.0003114,1,0.0867745,0.0987601,0.85,1.02598
0.0003116,1,0.0865693,0.102018,0.9,1.02604
0.0003118,1,0.0863641,0.10527,0.95,1.02608
0.000312,1,0.0861589,0.108516,1,1.02612
0.0003122,1,0.0859537,0.111756,0.05,1.02624
0.0003124,1,0.0881485,0.0768922,0.1,1.0265
0.0003126,1,0.0896897,0.0524807,0.15,1.02674
0.0003128,1,0.0894843,0.0558236,0.2,1.02697
0.000313,1,0.089279,0.0591616,0.25,1.02719
0.0003132,1,0.0890735,0.0624933,0.3,1.02739
0.0003134,1,0.0888681,0.0658188,0.35,1.02758
0.0003136,1,0.0886626,0.069138,0.4,1.02776
0.0003138,1,0.0884571,0.072451,0.45,1.02793
0.000314,1,0.0882515,0.0757577,0.5,1.02808
0.0003142,1,0.0880459,0.0790582,0.55,1.02821
0.0003144,1,0.0878403,0.0823525,0.6,1.02834
0.0003146,1,0.0876346,0.0856406,0.65,1.02845
0.0003148,1,0.0874289,0.0889225,0.7,1.02855
0.000315,1,0.0872232,0.0921981,0.75,1.02863
0.0003152,1,0.0870175,0.0954676,0.8,1.0287
0.0003154,1,0.0868118,0.0987309,0.85,1.02876
0.0003156,1,0.086606,0.101988,0.9,1.02881
0.0003158,1,0.0864003,0.105239,0.95,1.02884
0.000316,1,0.0861945,0.108484,1,1.02887
0.0003162,1,0.0859887,0.111723,0.05,1.02898
0.0003164,1,0.0881829,0.0768577,0.1,1.02923
0.0003166,1,0.0897226,0.0524605,0.15,1.02945
0.0003168,1,0.0895168,0.0558021,0.2,1.02967
0.000317,1,0.0893108,0.059139,0.25,1.02988
0.0003172,1,0.0891049,0.0624696,0.3,1.03007
0.0003174,1,0.0888989,0.0657939,0.35,1.03025
0.0003176,1,0.0886929,0.069112,0.4,1.03042
0.0003178,1,0.0884868,0.0724238,0.45,1.03057
