Time,Vref_1,V7,D_1,portadora,Vout
0.0004648,1,0.0868701,0.0536863,0.2,1.03381
0.000465,1,0.0866633,0.0569413,0.25,1.03383
0.0004652,1,0.0864566,0.0601901,0.3,1.03384
0.0004654,1,0.0862498,0.0634327,0.35,1.03384
0.0004656,1,0.086043,0.0666692,0.4,1.03383
0.0004658,1,0.0858363,0.0698995,0.45,1.0338
0.000466,1,0.0856295,0.0731237,0.5,1.03377
0.0004662,1,0.0854228,0.0763418,0.55,1.03372
0.0004664,1,0.085216,0.0795538,0.6,1.03365
0.0004666,1,0.0850093,0.0827597,0.65,1.03358
0.0004668,1,0.0848025,0.0859595,0.7,1.03349
0.000467,1,0.0845958,0.0891532,0.75,1.03339
0.0004672,1,0.0843891,0.0923408,0.8,1.03328
0.0004674,1,0.0841825,0.0955224,0.85,1.03316
0.0004676,1,0.0839758,0.098698,0.9,1.03303
0.0004678,1,0.0837692,0.101867,0.95,1.03288
0.000468,1,0.0835626,0.105031,1,1.03272
0.0004682,1,0.0833561,0.108188,0.05,1.03266
0.0004684,1,0.0855495,0.0732422,0.1,1.03272
0.0004686,1,0.086987,0.0503765,0.15,1.03277
0.0004688,1,0.0867804,0.0536342,0.2,1.03281
0.000469,1,0.0865739,0.0568872,0.25,1.03283
0.0004692,1,0.0863673,0.0601342,0.3,1.03284
0.0004694,1,0.0861608,0.0633749,0.35,1.03284
0.0004696,1,0.0859542,0.0666095,0.4,1.03283
0.0004698,1,0.0857476,0.069838,0.45,1.0328
0.00047,1,0.0855411,0.0730603,0.5,1.03277
0.0004702,1,0.0853345,0.0762766,0.55,1.03272
0.0004704,1,0.0851279,0.0794867,0.6,1.03265
0.0004706,1,0.0849214,0.0826908,0.65,1.03258
0.0004708,1,0.0847149,0.0858887,0.7,1.03249
0.000471,1,0.0845084,0.0890806,0.75,1.03239
0.0004712,1,0.0843019,0.0922665,0.8,1.03228
0.0004714,1,0.0840954,0.0954462,0.85,1.03216
0.0004716,1,0.083889,0.0986199,0.9,1.03202
0.0004718,1,0.0836826,0.101788,0.95,1.03188
0.000472,1,0.0834762,0.104949,2.6834e-012,1.03172
0.0004722,1,0.0832698,0.108105,0.05,1.03166
0.0004724,1,0.0854635,0.073157,0.1,1.03172
0.0004726,1,0.0868988,0.0503275,0.15,1.03177
0.0004728,1,0.0866924,0.0535834,0.2,1.0318
0.000473,1,0.086486,0.0568346,0.25,1.03183
0.0004732,1,0.0862797,0.0600797,0.3,1.03184
0.0004734,1,0.0860733,0.0633186,0.35,1.03184
0.0004736,1,0.0858669,0.0665514,0.4,1.03183
0.0004738,1,0.0856606,0.0697781,0.45,1.0318
0.000474,1,0.0854542,0.0729986,0.5,1.03176
0.0004742,1,0.0852479,0.0762131,0.55,1.03171
0.0004744,1,0.0850415,0.0794214,0.6,1.03165
0.0004746,1,0.0848352,0.0826237,0.65,1.03157
0.0004748,1,0.0846289,0.0858198,0.7,1.03149
0.000475,1,0.0844225,0.08901,0.75,1.03139
0.0004752,1,0.0842163,0.092194,0.8,1.03128
0.0004754,1,0.08401,0.095372,0.85,1.03115
0.0004756,1,0.0838038,0.098544,0.9,1.03102
0.0004758,1,0.0835975,0.10171,0.95,1.03087
0.000476,1,0.0833913,0.10487,2.71051e-012,1.03071
0.0004762,1,0.0831852,0.108024,0.05,1.03065
0.0004764,1,0.0853791,0.0730741,0.1,1.03071
0.0004766,1,0.0868122,0.0502798,0.15,1.03076
0.0004768,1,0.0866061,0.0535339,0.2,1.0308
0.000477,1,0.0863999,0.0567833,0.25,1.03082
0.0004772,1,0.0861937,0.0600266,0.3,1.03083
0.0004774,1,0.0859876,0.0632638,0.35,1.03083
0.0004776,1,0.0857814,0.0664948,0.4,1.03082
0.0004778,1,0.0855752,0.0697197,0.45,1.03079
0.000478,1,0.0853691,0.0729385,0.5,1.03075
0.0004782,1,0.0851629,0.0761512,0.55,1.0307
0.0004784,1,0.0849568,0.0793578,0.6,1.03064
0.0004786,1,0.0847506,0.0825584,0.65,1.03057
0.0004788,1,0.0845445,0.0857528,0.7,1.03048
0.000479,1,0.0843384,0.0889412,0.75,1.03038
0.0004792,1,0.0841323,0.0921236,0.8,1.03027
0.0004794,1,0.0839263,0.0952999,0.85,1.03015
0.0004796,1,0.0837202,0.0984701,0.9,1.03001
0.0004798,1,0.0835142,0.101634,0.95,1.02986
0.00048,1,0.0833082,0.104793,2.73761e-012,1.02971
0.0004802,1,0.0831023,0.107945,0.05,1.02964
0.0004804,1,0.0852963,0.0729935,0.1,1.02971
0.0004806,1,0.0867274,0.0502335,0.15,1.02975
0.0004808,1,0.0865215,0.0534858,0.2,1.02979
0.000481,1,0.0863155,0.0567335,0.25,1.02981
0.0004812,1,0.0861096,0.0599751,0.3,1.02983
0.0004814,1,0.0859036,0.0632105,0.35,1.02982
0.0004816,1,0.0856976,0.0664399,0.4,1.02981
0.0004818,1,0.0854917,0.0696631,0.45,1.02978
0.000482,1,0.0852857,0.0728802,0.5,1.02975
0.0004822,1,0.0850798,0.0760912,0.55,1.0297
0.0004824,1,0.0848738,0.0792961,0.6,1.02963
0.0004826,1,0.0846679,0.0824949,0.65,1.02956
0.0004828,1,0.084462,0.0856877,0.7,1.02947
0.000483,1,0.0842561,0.0888744,0.75,1.02937
0.0004832,1,0.0840502,0.0920551,0.8,1.02926
0.0004834,1,0.0838443,0.0952297,0.85,1.02914
0.0004836,1,0.0836385,0.0983984,0.9,1.029
0.0004838,1,0.0834326,0.101561,0.95,1.02886
0.000484,1,0.0832269,0.104718,1,1.0287
0.0004842,1,0.0830211,0.107868,0.05,1.02864
0.0004844,1,0.0852154,0.0729152,0.1,1.0287
0.0004846,1,0.0866445,0.0501884,0.15,1.02875
0.0004848,1,0.0864387,0.0534391,0.2,1.02878
0.000485,1,0.086233,0.0566851,0.25,1.02881
0.0004852,1,0.0860272,0.059925,0.3,1.02882
0.0004854,1,0.0858214,0.0631588,0.35,1.02882
0.0004856,1,0.0856157,0.0663865,0.4,1.02881
0.0004858,1,0.0854099,0.069608,0.45,1.02878
0.000486,1,0.0852042,0.0728235,0.5,1.02874
0.0004862,1,0.0849984,0.0760329,0.55,1.02869
0.0004864,1,0.0847927,0.0792361,0.6,1.02863
0.0004866,1,0.0845869,0.0824334,0.65,1.02855
0.0004868,1,0.0843812,0.0856245,0.7,1.02847
0.000487,1,0.0841755,0.0888096,0.75,1.02837
0.0004872,1,0.0839698,0.0919887,0.8,1.02826
0.0004874,1,0.0837642,0.0951617,0.85,1.02814
0.0004876,1,0.0835585,0.0983287,0.9,1.028
0.0004878,1,0.0833529,0.10149,0.95,1.02786
0.000488,1,0.0831473,0.104645,2.79182e-012,1.0277
0.0004882,1,0.0829418,0.107794,0.05,1.02763
0.0004884,1,0.0851362,0.0728392,0.1,1.0277
0.0004886,1,0.0865634,0.0501448,0.15,1.02775
0.0004888,1,0.0863579,0.0533938,0.2,1.02778
0.000489,1,0.0861523,0.0566382,0.25,1.02781
0.0004892,1,0.0859467,0.0598765,0.3,1.02782
0.0004894,1,0.0857412,0.0631087,0.35,1.02782
0.0004896,1,0.0855356,0.0663347,0.4,1.0278
0.0004898,1,0.0853301,0.0695547,0.45,1.02778
0.00049,1,0.0851245,0.0727685,0.5,1.02774
0.0004902,1,0.0849189,0.0759763,0.55,1.02769
0.0004904,1,0.0847134,0.079178,0.6,1.02763
0.0004906,1,0.0845079,0.0823736,0.65,1.02755
0.0004908,1,0.0843023,0.0855632,0.7,1.02747
0.000491,1,0.0840968,0.0887468,0.75,1.02737
0.0004912,1,0.0838914,0.0919243,0.8,1.02726
0.0004914,1,0.0836859,0.0950958,0.85,1.02714
0.0004916,1,0.0834805,0.0982612,0.9,1.027
0.0004918,1,0.083275,0.101421,0.95,1.02686
0.000492,1,0.0830697,0.104574,1,1.0267
0.0004922,1,0.0828643,0.107722,0.05,1.02664
0.0004924,1,0.085059,0.0727655,0.1,1.0267
0.0004926,1,0.0864843,0.0501024,0.15,1.02675
0.0004928,1,0.0862789,0.0533499,0.2,1.02679
0.000493,1,0.0860736,0.0565927,0.25,1.02681
0.0004932,1,0.0858682,0.0598295,0.3,1.02682
0.0004934,1,0.0856628,0.0630601,0.35,1.02682
0.0004936,1,0.0854575,0.0662846,0.4,1.02681
0.0004938,1,0.0852521,0.069503,0.45,1.02678
0.000494,1,0.0850468,0.0727153,0.5,1.02675
0.0004942,1,0.0848414,0.0759215,0.55,1.0267
0.0004944,1,0.0846361,0.0791217,0.6,1.02663
0.0004946,1,0.0844307,0.0823158,0.65,1.02656
0.0004948,1,0.0842254,0.0855039,0.7,1.02647
0.000495,1,0.0840201,0.0886859,0.75,1.02638
0.0004952,1,0.0838148,0.0918619,0.8,1.02627
0.0004954,1,0.0836096,0.0950319,0.85,1.02614
0.0004956,1,0.0834043,0.0981959,0.9,1.02601
0.0004958,1,0.0831991,0.101354,0.95,1.02586
0.000496,1,0.0829939,0.104506,1,1.02571
0.0004962,1,0.0827887,0.107652,0.05,1.02565
0.0004964,1,0.0849836,0.0726943,0.1,1.02571
0.0004966,1,0.0864071,0.0500614,0.15,1.02576
0.0004968,1,0.086202,0.0533074,0.2,1.0258
0.000497,1,0.0859968,0.0565487,0.25,1.02582
0.0004972,1,0.0857916,0.0597839,0.3,1.02583
0.0004974,1,0.0855865,0.063013,0.35,1.02583
0.0004976,1,0.0853813,0.066236,0.4,1.02582
0.0004978,1,0.0851761,0.0694529,0.45,1.0258
0.000498,1,0.084971,0.0726638,0.5,1.02576
0.0004982,1,0.0847658,0.0758685,0.55,1.02571
0.0004984,1,0.0845607,0.0790672,0.6,1.02565
0.0004986,1,0.0843555,0.0822599,0.65,1.02557
0.0004988,1,0.0841504,0.0854465,0.7,1.02549
0.000499,1,0.0839453,0.088627,0.75,1.02539
0.0004992,1,0.0837402,0.0918016,0.8,1.02528
0.0004994,1,0.0835352,0.0949701,0.85,1.02516
0.0004996,1,0.0833301,0.0981326,0.9,1.02503
0.0004998,1,0.0831251,0.101289,0.95,1.02488
0.0005,1,0.0829201,0.10444,2.84603e-012,1.02472
0.0005002,1,0.0827151,0.107584,0.05,1.02466
0.0005004,1,0.0849102,0.0726253,0.1,1.02473
0.0005006,1,0.086332,0.0500218,0.15,1.02478
0.0005008,1,0.086127,0.0532663,0.2,1.02481
0.000501,1,0.0859221,0.0565062,0.25,1.02484
0.0005012,1,0.0857171,0.0597399,0.3,1.02485
0.0005014,1,0.0855121,0.0629676,0.35,1.02485
0.0005016,1,0.0853071,0.0661891,0.4,1.02484
0.0005018,1,0.0851022,0.0694046,0.45,1.02482
0.000502,1,0.0848972,0.072614,0.5,1.02478
0.0005022,1,0.0846923,0.0758173,0.55,1.02473
0.0005024,1,0.0844873,0.0790146,0.6,1.02467
0.0005026,1,0.0842824,0.0822058,0.65,1.0246
0.0005028,1,0.0840774,0.085391,0.7,1.02451
0.000503,1,0.0838725,0.0885701,0.75,1.02441
0.0005032,1,0.0836676,0.0917433,0.8,1.02431
0.0005034,1,0.0834628,0.0949104,0.85,1.02418
0.0005036,1,0.0832579,0.0980715,0.9,1.02405
0.0005038,1,0.0830531,0.101227,0.95,1.02391
0.000504,1,0.0828483,0.104376,2.87314e-012,1.02375
0.0005042,1,0.0826435,0.107519,0.05,1.02369
0.0005044,1,0.0848388,0.0725587,0.1,1.02376
0.0005046,1,0.0862589,0.0499835,0.15,1.02381
0.0005048,1,0.0860541,0.0532266,0.2,1.02384
0.000505,1,0.0858493,0.056465,0.25,1.02387
0.0005052,1,0.0856446,0.0596974,0.3,1.02388
0.0005054,1,0.0854398,0.0629236,0.35,1.02388
0.0005056,1,0.085235,0.0661438,0.4,1.02387
0.0005058,1,0.0850302,0.0693579,0.45,1.02385
0.000506,1,0.0848255,0.0725659,0.5,1.02381
0.0005062,1,0.0846207,0.0757678,0.55,1.02376
0.0005064,1,0.0844159,0.0789637,0.6,1.0237
0.0005066,1,0.0842112,0.0821536,0.65,1.02363
0.0005068,1,0.0840065,0.0853374,0.7,1.02355
0.000507,1,0.0838017,0.0885152,0.75,1.02345
0.0005072,1,0.083597,0.091687,0.8,1.02334
0.0005074,1,0.0833924,0.0948528,0.85,1.02322
0.0005076,1,0.0831877,0.0980126,0.9,1.02309
0.0005078,1,0.0829831,0.101166,0.95,1.02295
0.000508,1,0.0827785,0.104314,2.90024e-012,1.02279
0.0005082,1,0.0825739,0.107456,0.05,1.02273
0.0005084,1,0.0847693,0.0724944,0.1,1.0228
0.0005086,1,0.0861878,0.0499466,0.15,1.02284
0.0005088,1,0.0859832,0.0531883,0.2,1.02288
0.000509,1,0.0857787,0.0564254,0.25,1.02291
0.0005092,1,0.0855741,0.0596564,0.3,1.02292
0.0005094,1,0.0853695,0.0628813,0.35,1.02293
0.0005096,1,0.0851649,0.0661001,0.4,1.02291
0.0005098,1,0.0849603,0.0693128,0.45,1.02289
0.00051,1,0.0847558,0.0725195,0.5,1.02286
0.0005102,1,0.0845512,0.0757201,0.55,1.02281
0.0005104,1,0.0843466,0.0789147,0.6,1.02275
0.0005106,1,0.0841421,0.0821033,0.65,1.02268
0.0005108,1,0.0839375,0.0852858,0.7,1.02259
0.000511,1,0.083733,0.0884623,0.75,1.0225
0.0005112,1,0.0835285,0.0916328,0.8,1.02239
0.0005114,1,0.083324,0.0947972,0.85,1.02227
0.0005116,1,0.0831195,0.0979557,0.9,1.02214
0.0005118,1,0.0829151,0.101108,0.95,1.022
0.000512,1,0.0827107,0.104255,1,1.02184
0.0005122,1,0.0825063,0.107395,0.05,1.02178
0.0005124,1,0.0847019,0.0724325,0.1,1.02185
0.0005126,1,0.0861189,0.049911,0.15,1.0219
0.0005128,1,0.0859145,0.0531514,0.2,1.02194
0.000513,1,0.0857101,0.0563872,0.25,1.02196
0.0005132,1,0.0855057,0.0596169,0.3,1.02198
0.0005134,1,0.0853013,0.0628405,0.35,1.02198
0.0005136,1,0.0850969,0.066058,0.4,1.02197
0.0005138,1,0.0848925,0.0692694,0.45,1.02195
0.000514,1,0.0846881,0.0724748,0.5,1.02191
0.0005142,1,0.0844837,0.0756742,0.55,1.02187
0.0005144,1,0.0842794,0.0788675,0.6,1.02181
0.0005146,1,0.084075,0.0820548,0.65,1.02174
0.0005148,1,0.0838706,0.085236,0.7,1.02165
0.000515,1,0.0836663,0.0884113,0.75,1.02156
0.0005152,1,0.083462,0.0915805,0.8,1.02145
0.0005154,1,0.0832577,0.0947437,0.85,1.02133
0.0005156,1,0.0830534,0.097901,0.9,1.0212
0.0005158,1,0.0828491,0.101052,0.95,1.02106
0.000516,1,0.0826449,0.104198,1,1.0209
0.0005162,1,0.0824407,0.107337,0.05,1.02084
0.0005164,1,0.0846366,0.0723728,0.1,1.02091
0.0005166,1,0.086052,0.0498767,0.15,1.02096
0.0005168,1,0.0858478,0.0531158,0.2,1.021
0.000517,1,0.0856436,0.0563504,0.25,1.02103
0.0005172,1,0.0854394,0.0595788,0.3,1.02105
0.0005174,1,0.0852352,0.0628012,0.35,1.02105
0.0005176,1,0.085031,0.0660175,0.4,1.02104
0.0005178,1,0.0848268,0.0692277,0.45,1.02102
0.000518,1,0.0846226,0.0724318,0.5,1.02098
0.0005182,1,0.0844184,0.07563,0.55,1.02094
0.0005184,1,0.0842142,0.0788221,0.6,1.02088
0.0005186,1,0.08401,0.0820081,0.65,1.02081
0.0005188,1,0.0838058,0.0851881,0.7,1.02073
0.000519,1,0.0836017,0.0883622,0.75,1.02063
0.0005192,1,0.0833975,0.0915302,0.8,1.02053
0.0005194,1,0.0831934,0.0946923,0.85,1.02041
0.0005196,1,0.0829893,0.0978483,0.9,1.02028
0.0005198,1,0.0827852,0.100998,0.95,1.02014
0.00052,1,0.0825812,0.104143,1,1.01998
0.0005202,1,0.0823772,0.107281,0.05,1.01992
0.0005204,1,0.0845732,0.0723155,0.1,1.01999
0.0005206,1,0.0859872,0.0498437,0.15,1.02004
0.0005208,1,0.0857832,0.0530816,0.2,1.02009
0.000521,1,0.0855792,0.056315,0.25,1.02011
0.0005212,1,0.0853752,0.0595422,0.3,1.02013
0.0005214,1,0.0851711,0.0627634,0.35,1.02013
0.0005216,1,0.0849671,0.0659785,0.4,1.02012
0.0005218,1,0.0847631,0.0691875,0.45,1.0201
0.000522,1,0.0845591,0.0723905,0.5,1.02007
0.0005222,1,0.0843551,0.0755875,0.55,1.02002
0.0005224,1,0.084151,0.0787784,0.6,1.01997
0.0005226,1,0.083947,0.0819633,0.65,1.0199
0.0005228,1,0.0837431,0.0851421,0.7,1.01982
0.000523,1,0.0835391,0.088315,0.75,1.01972
0.0005232,1,0.0833351,0.0914819,0.8,1.01962
0.0005234,1,0.0831312,0.0946428,0.85,1.0195
0.0005236,1,0.0829273,0.0977977,0.9,1.01937
0.0005238,1,0.0827234,0.100947,0.95,1.01923
0.000524,1,0.0825195,0.10409,1,1.01908
0.0005242,1,0.0823157,0.107227,0.05,1.01902
0.0005244,1,0.0845119,0.0722603,0.1,1.01909
0.0005246,1,0.0859245,0.0498121,0.15,1.01914
0.0005248,1,0.0857207,0.0530488,0.2,1.01918
0.000525,1,0.0855169,0.056281,0.25,1.01921
0.0005252,1,0.085313,0.0595071,0.3,1.01923
0.0005254,1,0.0851092,0.0627271,0.35,1.01923
0.0005256,1,0.0849053,0.0659411,0.4,1.01923
0.0005258,1,0.0847015,0.069149,0.45,1.01921
0.000526,1,0.0844977,0.0723508,0.5,1.01917
0.0005262,1,0.0842938,0.0755467,0.55,1.01913
0.0005264,1,0.08409,0.0787364,0.6,1.01907
0.0005266,1,0.0838862,0.0819202,0.65,1.019
0.0005268,1,0.0836824,0.085098,0.7,1.01892
0.000527,1,0.0834786,0.0882698,0.75,1.01883
0.0005272,1,0.0832748,0.0914355,0.8,1.01872
0.0005274,1,0.083071,0.0945953,0.85,1.01861
0.0005276,1,0.0828673,0.0977492,0.9,1.01848
0.0005278,1,0.0826636,0.100897,0.95,1.01834
0.000528,1,0.0824599,0.104039,3.03577e-012,1.01819
0.0005282,1,0.0822563,0.107175,0.05,1.01813
0.0005284,1,0.0844526,0.0722075,0.1,1.0182
0.0005286,1,0.085864,0.0497817,0.15,1.01826
0.0005288,1,0.0856603,0.0530173,0.2,1.0183
0.000529,1,0.0854567,0.0562484,0.25,1.01833
0.0005292,1,0.085253,0.0594734,0.3,1.01835
0.0005294,1,0.0850493,0.0626923,0.35,1.01835
0.0005296,1,0.0848457,0.0659052,0.4,1.01834
0.0005298,1,0.084642,0.069112,0.45,1.01832
0.00053,1,0.0844383,0.0723128,0.5,1.01829
0.0005302,1,0.0842347,0.0755075,0.55,1.01825
0.0005304,1,0.084031,0.0786962,0.6,1.01819
0.0005306,1,0.0838274,0.0818789,0.65,1.01812
0.0005308,1,0.0836237,0.0850557,0.7,1.01805
0.000531,1,0.0834201,0.0882264,0.75,1.01795
0.0005312,1,0.0832165,0.0913911,0.8,1.01785
0.0005314,1,0.0830129,0.0945498,0.85,1.01773
0.0005316,1,0.0828094,0.0977026,0.9,1.01761
0.0005318,1,0.0826058,0.100849,0.95,1.01747
0.000532,1,0.0824023,0.10399,3.06287e-012,1.01732
0.0005322,1,0.0821989,0.107125,0.05,1.01726
0.0005324,1,0.0843954,0.0721568,0.1,1.01733
0.0005326,1,0.0858055,0.0497525,0.15,1.01739
0.0005328,1,0.085602,0.0529871,0.2,1.01743
0.000533,1,0.0853985,0.0562172,0.25,1.01746
0.0005332,1,0.085195,0.0594411,0.3,1.01748
0.0005334,1,0.0849915,0.062659,0.35,1.01749
0.0005336,1,0.084788,0.0658708,0.4,1.01748
0.0005338,1,0.0845846,0.0690766,0.45,1.01746
0.000534,1,0.0843811,0.0722763,0.5,1.01743
0.0005342,1,0.0841776,0.07547,0.55,1.01739
0.0005344,1,0.0839741,0.0786577,0.6,1.01733
0.0005346,1,0.0837706,0.0818394,0.65,1.01726
0.0005348,1,0.0835672,0.0850151,0.7,1.01719
0.000535,1,0.0833637,0.0881848,0.75,1.0171
0.0005352,1,0.0831603,0.0913485,0.8,1.01699
0.0005354,1,0.0829569,0.0945063,0.85,1.01688
0.0005356,1,0.0827535,0.0976581,0.9,1.01675
0.0005358,1,0.0825501,0.100804,0.95,1.01661
0.000536,1,0.0823468,0.103944,3.08998e-012,1.01646
0.0005362,1,0.0821435,0.107078,0.05,1.01641
0.0005364,1,0.0843402,0.0721083,0.1,1.01648
0.0005366,1,0.0857491,0.0497247,0.15,1.01654
0.0005368,1,0.0855458,0.0529583,0.2,1.01658
0.000537,1,0.0853425,0.0561873,0.25,1.01661
0.0005372,1,0.0851391,0.0594102,0.3,1.01663
0.0005374,1,0.0849358,0.0626271,0.35,1.01664
0.0005376,1,0.0847325,0.0658379,0.4,1.01663
0.0005378,1,0.0845292,0.0690427,0.45,1.01662
0.000538,1,0.0843258,0.0722414,0.5,1.01659
0.0005382,1,0.0841225,0.0754342,0.55,1.01654
0.0005384,1,0.0839192,0.0786209,0.6,1.01649
0.0005386,1,0.0837159,0.0818016,0.65,1.01642
0.0005388,1,0.0835126,0.0849763,0.7,1.01635
0.000539,1,0.0833093,0.0881451,0.75,1.01626
0.0005392,1,0.0831061,0.0913078,0.8,1.01615
0.0005394,1,0.0829028,0.0944646,0.85,1.01604
0.0005396,1,0.0826996,0.0976154,0.9,1.01591
0.0005398,1,0.0824964,0.10076,0.95,1.01578
0.00054,1,0.0822933,0.103899,1,1.01563
0.0005402,1,0.0820901,0.107032,0.05,1.01558
0.0005404,1,0.084287,0.0720619,0.1,1.01565
0.0005406,1,0.0856948,0.049698,0.15,1.0157
0.0005408,1,0.0854916,0.0529306,0.2,1.01575
0.000541,1,0.0852885,0.0561587,0.25,1.01578
0.0005412,1,0.0850853,0.0593807,0.3,1.0158
0.0005414,1,0.0848822,0.0625966,0.35,1.01581
0.0005416,1,0.084679,0.0658065,0.4,1.01581
0.0005418,1,0.0844758,0.0690103,0.45,1.01579
0.000542,1,0.0842727,0.0722081,0.5,1.01576
0.0005422,1,0.0840695,0.0753999,0.55,1.01572
0.0005424,1,0.0838664,0.0785857,0.6,1.01567
0.0005426,1,0.0836632,0.0817655,0.65,1.0156
0.0005428,1,0.0834601,0.0849393,0.7,1.01552
0.000543,1,0.083257,0.0881071,0.75,1.01543
0.0005432,1,0.0830539,0.0912689,0.8,1.01533
0.0005434,1,0.0828508,0.0944248,0.85,1.01522
0.0005436,1,0.0826478,0.0975747,0.9,1.0151
0.0005438,1,0.0824447,0.100719,0.95,1.01496
0.000544,1,0.0822417,0.103857,1,1.01481
0.0005442,1,0.0820387,0.106989,0.05,1.01476
0.0005444,1,0.0842358,0.0720176,0.1,1.01484
0.0005446,1,0.0856425,0.0496726,0.15,1.01489
0.0005448,1,0.0854395,0.0529043,0.2,1.01494
0.000545,1,0.0852365,0.0561314,0.25,1.01497
0.0005452,1,0.0850335,0.0593525,0.3,1.01499
0.0005454,1,0.0848305,0.0625675,0.35,1.015
0.0005456,1,0.0846275,0.0657765,0.4,1.015
0.0005458,1,0.0844245,0.0689794,0.45,1.01498
0.000546,1,0.0842215,0.0721763,0.5,1.01495
0.0005462,1,0.0840185,0.0753672,0.55,1.01491
0.0005464,1,0.0838155,0.0785521,0.6,1.01486
0.0005466,1,0.0836126,0.081731,0.65,1.0148
0.0005468,1,0.0834096,0.0849039,0.7,1.01472
0.000547,1,0.0832067,0.0880709,0.75,1.01463
0.0005472,1,0.0830037,0.0912318,0.8,1.01453
0.0005474,1,0.0828008,0.0943868,0.85,1.01442
0.0005476,1,0.0825979,0.0975359,0.9,1.0143
0.0005478,1,0.082395,0.100679,0.95,1.01416
0.000548,1,0.0821922,0.103816,1,1.01402
0.0005482,1,0.0819894,0.106948,0.05,1.01397
0.0005484,1,0.0841866,0.0719753,0.1,1.01404
0.0005486,1,0.0855922,0.0496483,0.15,1.0141
0.0005488,1,0.0853894,0.0528791,0.2,1.01415
0.000549,1,0.0851866,0.0561054,0.25,1.01418
0.0005492,1,0.0849837,0.0593256,0.3,1.0142
0.0005494,1,0.0847809,0.0625398,0.35,1.01421
0.0005496,1,0.0845781,0.0657479,0.4,1.01421
0.0005498,1,0.0843752,0.06895,0.45,1.0142
0.00055,1,0.0841724,0.072146,0.5,1.01417
0.0005502,1,0.0839695,0.0753361,0.55,1.01413
0.0005504,1,0.0837667,0.0785201,0.6,1.01408
0.0005506,1,0.0835639,0.0816982,0.65,1.01402
0.0005508,1,0.0833611,0.0848702,0.7,1.01394
0.000551,1,0.0831583,0.0880363,0.75,1.01385
0.0005512,1,0.0829555,0.0911965,0.8,1.01375
0.0005514,1,0.0827528,0.0943507,0.85,1.01364
0.0005516,1,0.08255,0.0974989,0.9,1.01352
0.0005518,1,0.0823473,0.100641,0.95,1.01339
0.000552,1,0.0821446,0.103778,1,1.01324
0.0005522,1,0.0819419,0.106908,0.05,1.01319
0.0005524,1,0.0841393,0.0719351,0.1,1.01327
0.0005526,1,0.085544,0.0496252,0.15,1.01333
0.0005528,1,0.0853413,0.0528552,0.2,1.01337
0.000553,1,0.0851386,0.0560806,0.25,1.01341
0.0005532,1,0.084936,0.0593,0.3,1.01343
0.0005534,1,0.0847333,0.0625133,0.35,1.01344
0.0005536,1,0.0845306,0.0657206,0.4,1.01344
0.0005538,1,0.0843279,0.0689219,0.45,1.01343
0.000554,1,0.0841252,0.0721172,0.5,1.0134
0.0005542,1,0.0839225,0.0753064,0.55,1.01336
0.0005544,1,0.0837199,0.0784897,0.6,1.01331
0.0005546,1,0.0835172,0.0816669,0.65,1.01325
0.0005548,1,0.0833145,0.0848382,0.7,1.01318
0.000555,1,0.0831119,0.0880035,0.75,1.01309
0.0005552,1,0.0829093,0.0911629,0.8,1.01299
0.0005554,1,0.0827067,0.0943163,0.85,1.01289
0.0005556,1,0.0825041,0.0974637,0.9,1.01276
0.0005558,1,0.0823015,0.100605,0.95,1.01263
0.000556,1,0.082099,0.103741,3.2255e-012,1.01249
0.0005562,1,0.0818964,0.106871,0.05,1.01244
0.0005564,1,0.084094,0.0718968,0.1,1.01252
0.0005566,1,0.0854977,0.0496032,0.15,1.01257
0.0005568,1,0.0852952,0.0528325,0.2,1.01262
0.000557,1,0.0850927,0.0560571,0.25,1.01266
0.0005572,1,0.0848902,0.0592757,0.3,1.01268
0.0005574,1,0.0846876,0.0624882,0.35,1.0127
0.0005576,1,0.0844851,0.0656948,0.4,1.0127
0.0005578,1,0.0842825,0.0688953,0.45,1.01268
0.000558,1,0.08408,0.0720898,0.5,1.01266
0.0005582,1,0.0838775,0.0752782,0.55,1.01262
0.0005584,1,0.0836749,0.0784607,0.6,1.01257
0.0005586,1,0.0834724,0.0816372,0.65,1.01251
0.0005588,1,0.0832699,0.0848078,0.7,1.01244
0.000559,1,0.0830674,0.0879723,0.75,1.01235
0.0005592,1,0.0828649,0.0911309,0.8,1.01226
0.0005594,1,0.0826625,0.0942836,0.85,1.01215
0.0005596,1,0.08246,0.0974303,0.9,1.01203
0.0005598,1,0.0822576,0.100571,0.95,1.0119
0.00056,1,0.0820552,0.103706,3.25261e-012,1.01175
0.0005602,1,0.0818529,0.106835,0.05,1.0117
0.0005604,1,0.0840505,0.0718605,0.1,1.01178
0.0005606,1,0.0854534,0.0495824,0.15,1.01184
0.0005608,1,0.085251,0.0528108,0.2,1.01189
0.000561,1,0.0850487,0.0560347,0.25,1.01193
0.0005612,1,0.0848463,0.0592526,0.3,1.01196
0.0005614,1,0.0846439,0.0624644,0.35,1.01197
0.0005616,1,0.0844415,0.0656702,0.4,1.01197
0.0005618,1,0.0842391,0.06887,0.45,1.01196
0.000562,1,0.0840367,0.0720637,0.5,1.01193
0.0005622,1,0.0838343,0.0752515,0.55,1.0119
0.0005624,1,0.0836319,0.0784333,0.6,1.01185
0.0005626,1,0.0834296,0.0816091,0.65,1.01179
