Time,D_pedro,portadora_pedro,Vref,Vc
0.0001868,0.418108,0.7,5,4.02478
0.0001869,0.417765,0.725,5,4.0266
0.000187,0.417422,0.75,5,4.02839
0.0001871,0.41708,0.775,5,4.03017
0.0001872,0.416737,0.8,5,4.03193
0.0001873,0.416395,0.825,5,4.03368
0.0001874,0.416053,0.85,5,4.03541
0.0001875,0.415711,0.875,5,4.03712
0.0001876,0.415369,0.9,5,4.03881
0.0001877,0.415027,0.925,5,4.04049
0.0001878,0.414686,0.95,5,4.04216
0.0001879,0.414344,0.975,5,4.0438
0.000188,0.414003,9.69006e-013,5,4.04543
0.0001881,0.413662,0.025,5,4.04707
0.0001882,0.414246,0.05,5,4.04873
0.0001883,0.41483,0.075,5,4.0504
0.0001884,0.415413,0.1,5,4.05209
0.0001885,0.415996,0.125,5,4.0538
0.0001886,0.416578,0.15,5,4.05553
0.0001887,0.417159,0.175,5,4.05728
0.0001888,0.417741,0.2,5,4.05905
0.0001889,0.418321,0.225,5,4.06084
0.000189,0.418901,0.25,5,4.06265
0.0001891,0.419481,0.275,5,4.06448
0.0001892,0.42006,0.3,5,4.06633
0.0001893,0.420639,0.325,5,4.0682
0.0001894,0.421217,0.35,5,4.07008
0.0001895,0.421795,0.375,5,4.07199
0.0001896,0.422373,0.4,5,4.07391
0.0001897,0.422949,0.425,5,4.07586
0.0001898,0.423448,0.45,5,4.0778
0.0001899,0.423099,0.475,5,4.07973
0.00019,0.42275,0.5,5,4.08163
0.0001901,0.422401,0.525,5,4.08352
0.0001902,0.422053,0.55,5,4.0854
0.0001903,0.421704,0.575,5,4.08725
0.0001904,0.421356,0.6,5,4.08909
0.0001905,0.421008,0.625,5,4.09092
0.0001906,0.42066,0.65,5,4.09272
0.0001907,0.420312,0.675,5,4.09451
0.0001908,0.419965,0.7,5,4.09628
0.0001909,0.419617,0.725,5,4.09804
0.000191,0.41927,0.75,5,4.09977
0.0001911,0.418923,0.775,5,4.1015
0.0001912,0.418576,0.8,5,4.1032
0.0001913,0.418229,0.825,5,4.10489
0.0001914,0.417882,0.85,5,4.10656
0.0001915,0.417536,0.875,5,4.10821
0.0001916,0.41719,0.9,5,4.10985
0.0001917,0.416844,0.925,5,4.11147
0.0001918,0.416498,0.95,5,4.11308
0.0001919,0.416152,0.975,5,4.11466
0.000192,0.415806,1,5,4.11624
0.0001921,0.415461,0.025,5,4.11781
0.0001922,0.41604,0.05,5,4.11941
0.0001923,0.41662,0.075,5,4.12103
0.0001924,0.417198,0.1,5,4.12266
0.0001925,0.417777,0.125,5,4.12431
0.0001926,0.418354,0.15,5,4.12598
0.0001927,0.418932,0.175,5,4.12768
0.0001928,0.419508,0.2,5,4.12939
0.0001929,0.420085,0.225,5,4.13112
0.000193,0.420661,0.25,5,4.13287
0.0001931,0.421236,0.275,5,4.13464
0.0001932,0.421811,0.3,5,4.13643
0.0001933,0.422385,0.325,5,4.13824
0.0001934,0.422959,0.35,5,4.14006
0.0001935,0.423533,0.375,5,4.14191
0.0001936,0.424106,0.4,5,4.14378
0.0001937,0.424678,0.425,5,4.14567
0.0001938,0.425238,0.45,5,4.14755
0.0001939,0.424884,0.475,5,4.14941
0.000194,0.424531,0.5,5,4.15127
0.0001941,0.424178,0.525,5,4.1531
0.0001942,0.423825,0.55,5,4.15492
0.0001943,0.423472,0.575,5,4.15671
0.0001944,0.42312,0.6,5,4.1585
0.0001945,0.422767,0.625,5,4.16026
0.0001946,0.422415,0.65,5,4.16201
0.0001947,0.422063,0.675,5,4.16374
0.0001948,0.421711,0.7,5,4.16545
0.0001949,0.421359,0.725,5,4.16715
0.000195,0.421008,0.75,5,4.16883
0.0001951,0.420656,0.775,5,4.1705
0.0001952,0.420305,0.8,5,4.17214
0.0001953,0.419954,0.825,5,4.17377
0.0001954,0.419603,0.85,5,4.17538
0.0001955,0.419252,0.875,5,4.17698
0.0001956,0.418902,0.9,5,4.17856
0.0001957,0.418551,0.925,5,4.18012
0.0001958,0.418201,0.95,5,4.18167
0.0001959,0.417851,0.975,5,4.1832
0.000196,0.417501,1.02322e-012,5,4.18471
0.0001961,0.417152,0.025,5,4.18623
0.0001962,0.417727,0.05,5,4.18777
0.0001963,0.418302,0.075,5,4.18933
0.0001964,0.418876,0.1,5,4.1909
0.0001965,0.419451,0.125,5,4.1925
0.0001966,0.420024,0.15,5,4.19411
0.0001967,0.420597,0.175,5,4.19574
0.0001968,0.42117,0.2,5,4.1974
0.0001969,0.421742,0.225,5,4.19907
0.000197,0.422314,0.25,5,4.20076
0.0001971,0.422885,0.275,5,4.20247
0.0001972,0.423455,0.3,5,4.2042
0.0001973,0.424026,0.325,5,4.20595
0.0001974,0.424595,0.35,5,4.20772
0.0001975,0.425165,0.375,5,4.20951
0.0001976,0.425734,0.4,5,4.21131
0.0001977,0.426302,0.425,5,4.21314
0.0001978,0.42687,0.45,5,4.21496
0.0001979,0.426561,0.475,5,4.21677
0.000198,0.426204,0.5,5,4.21856
0.0001981,0.425847,0.525,5,4.22034
0.0001982,0.42549,0.55,5,4.2221
0.0001983,0.425133,0.575,5,4.22384
0.0001984,0.424776,0.6,5,4.22557
0.0001985,0.424419,0.625,5,4.22727
0.0001986,0.424063,0.65,5,4.22896
0.0001987,0.423707,0.675,5,4.23064
0.0001988,0.423351,0.7,5,4.23229
0.0001989,0.422995,0.725,5,4.23393
0.000199,0.422639,0.75,5,4.23556
0.0001991,0.422284,0.775,5,4.23716
0.0001992,0.421928,0.8,5,4.23875
0.0001993,0.421573,0.825,5,4.24032
0.0001994,0.421218,0.85,5,4.24188
0.0001995,0.420863,0.875,5,4.24342
0.0001996,0.420509,0.9,5,4.24494
0.0001997,0.420154,0.925,5,4.24644
0.0001998,0.4198,0.95,5,4.24793
0.0001999,0.419446,0.975,5,4.2494
0.0002,0.419092,1,5,4.25086
0.0002001,0.418738,0.025,5,4.25232
0.0002002,0.41931,0.05,5,4.2538
0.0002003,0.41988,0.075,5,4.2553
0.0002004,0.420451,0.1,5,4.25681
0.0002005,0.421021,0.125,5,4.25835
0.0002006,0.42159,0.15,5,4.2599
0.0002007,0.422159,0.175,5,4.26148
0.0002008,0.422728,0.2,5,4.26307
0.0002009,0.423296,0.225,5,4.26469
0.000201,0.423864,0.25,5,4.26632
0.0002011,0.424431,0.275,5,4.26797
0.0002012,0.424998,0.3,5,4.26964
0.0002013,0.425564,0.325,5,4.27133
0.0002014,0.42613,0.35,5,4.27304
0.0002015,0.426695,0.375,5,4.27477
0.0002016,0.42726,0.4,5,4.27652
0.0002017,0.427824,0.425,5,4.27829
0.0002018,0.428388,0.45,5,4.28005
0.0002019,0.428133,0.475,5,4.2818
0.000202,0.427772,0.5,5,4.28354
0.0002021,0.427411,0.525,5,4.28526
0.0002022,0.42705,0.55,5,4.28696
0.0002023,0.426689,0.575,5,4.28865
0.0002024,0.426328,0.6,5,4.29031
0.0002025,0.425967,0.625,5,4.29196
0.0002026,0.425607,0.65,5,4.2936
0.0002027,0.425247,0.675,5,4.29521
0.0002028,0.424887,0.7,5,4.29681
0.0002029,0.424527,0.725,5,4.2984
0.000203,0.424167,0.75,5,4.29996
0.0002031,0.423808,0.775,5,4.30151
0.0002032,0.423449,0.8,5,4.30304
0.0002033,0.423089,0.825,5,4.30455
0.0002034,0.422731,0.85,5,4.30605
0.0002035,0.422372,0.875,5,4.30753
0.0002036,0.422013,0.9,5,4.309
0.0002037,0.421655,0.925,5,4.31044
0.0002038,0.421297,0.95,5,4.31187
0.0002039,0.420939,0.975,5,4.31329
0.000204,0.420581,1.07743e-012,5,4.31469
0.0002041,0.420223,0.025,5,4.31609
0.0002042,0.420791,0.05,5,4.31751
0.0002043,0.421358,0.075,5,4.31895
0.0002044,0.421924,0.1,5,4.32041
0.0002045,0.42249,0.125,5,4.32189
0.0002046,0.423056,0.15,5,4.32338
0.0002047,0.423621,0.175,5,4.3249
0.0002048,0.424186,0.2,5,4.32643
0.0002049,0.42475,0.225,5,4.32799
0.000205,0.425314,0.25,5,4.32956
0.0002051,0.425877,0.275,5,4.33116
0.0002052,0.42644,0.3,5,4.33277
0.0002053,0.427003,0.325,5,4.3344
0.0002054,0.427565,0.35,5,4.33605
0.0002055,0.428126,0.375,5,4.33772
0.0002056,0.428687,0.4,5,4.33941
0.0002057,0.429248,0.425,5,4.34112
0.0002058,0.429808,0.45,5,4.34283
0.0002059,0.429603,0.475,5,4.34453
0.000206,0.429238,0.5,5,4.34621
0.0002061,0.428873,0.525,5,4.34787
0.0002062,0.428508,0.55,5,4.34951
0.0002063,0.428143,0.575,5,4.35114
0.0002064,0.427779,0.6,5,4.35275
0.0002065,0.427414,0.625,5,4.35435
0.0002066,0.42705,0.65,5,4.35592
0.0002067,0.426686,0.675,5,4.35748
0.0002068,0.426322,0.7,5,4.35902
0.0002069,0.425959,0.725,5,4.36055
0.000207,0.425595,0.75,5,4.36206
0.0002071,0.425232,0.775,5,4.36355
0.0002072,0.424869,0.8,5,4.36502
0.0002073,0.424506,0.825,5,4.36648
0.0002074,0.424144,0.85,5,4.36792
0.0002075,0.423781,0.875,5,4.36934
0.0002076,0.423419,0.9,5,4.37075
0.0002077,0.423057,0.925,5,4.37214
0.0002078,0.422695,0.95,5,4.37351
0.0002079,0.422333,0.975,5,4.37487
0.000208,0.421972,1.10453e-012,5,4.37621
0.0002081,0.42161,0.025,5,4.37755
0.0002082,0.422174,0.05,5,4.37892
0.0002083,0.422737,0.075,5,4.3803
0.0002084,0.4233,0.1,5,4.3817
0.0002085,0.423863,0.125,5,4.38312
0.0002086,0.424425,0.15,5,4.38456
0.0002087,0.424986,0.175,5,4.38602
0.0002088,0.425547,0.2,5,4.38749
0.0002089,0.426108,0.225,5,4.38899
0.000209,0.426668,0.25,5,4.39051
0.0002091,0.427228,0.275,5,4.39204
0.0002092,0.427787,0.3,5,4.3936
0.0002093,0.428345,0.325,5,4.39517
0.0002094,0.428904,0.35,5,4.39676
0.0002095,0.429462,0.375,5,4.39838
0.0002096,0.430019,0.4,5,4.40001
0.0002097,0.430576,0.425,5,4.40166
0.0002098,0.431132,0.45,5,4.40331
0.0002099,0.430974,0.475,5,4.40495
0.00021,0.430605,0.5,5,4.40657
0.0002101,0.430237,0.525,5,4.40818
0.0002102,0.429868,0.55,5,4.40977
0.0002103,0.4295,0.575,5,4.41134
0.0002104,0.429132,0.6,5,4.41289
0.0002105,0.428764,0.625,5,4.41443
0.0002106,0.428396,0.65,5,4.41595
0.0002107,0.428028,0.675,5,4.41745
0.0002108,0.427661,0.7,5,4.41894
0.0002109,0.427294,0.725,5,4.42041
0.000211,0.426927,0.75,5,4.42186
0.0002111,0.42656,0.775,5,4.42329
0.0002112,0.426193,0.8,5,4.42471
0.0002113,0.425827,0.825,5,4.42611
0.0002114,0.42546,0.85,5,4.42749
0.0002115,0.425094,0.875,5,4.42886
0.0002116,0.424729,0.9,5,4.43021
0.0002117,0.424363,0.925,5,4.43154
0.0002118,0.423997,0.95,5,4.43286
0.0002119,0.423632,0.975,5,4.43415
0.000212,0.423267,1.13164e-012,5,4.43544
0.0002121,0.422902,0.025,5,4.43673
0.0002122,0.423462,0.05,5,4.43803
0.0002123,0.424022,0.075,5,4.43936
0.0002124,0.424581,0.1,5,4.4407
0.0002125,0.42514,0.125,5,4.44206
0.0002126,0.425699,0.15,5,4.44344
0.0002127,0.426257,0.175,5,4.44485
0.0002128,0.426814,0.2,5,4.44627
0.0002129,0.427371,0.225,5,4.44771
0.000213,0.427928,0.25,5,4.44916
0.0002131,0.428484,0.275,5,4.45064
0.0002132,0.42904,0.3,5,4.45214
0.0002133,0.429595,0.325,5,4.45366
0.0002134,0.43015,0.35,5,4.45519
0.0002135,0.430704,0.375,5,4.45674
0.0002136,0.431258,0.4,5,4.45832
0.0002137,0.431812,0.425,5,4.45991
0.0002138,0.432365,0.45,5,4.46151
0.0002139,0.43225,0.475,5,4.46309
0.000214,0.431878,0.5,5,4.46466
0.0002141,0.431505,0.525,5,4.46621
0.0002142,0.431133,0.55,5,4.46774
0.0002143,0.430762,0.575,5,4.46926
0.0002144,0.43039,0.6,5,4.47075
0.0002145,0.430018,0.625,5,4.47224
0.0002146,0.429647,0.65,5,4.4737
0.0002147,0.429276,0.675,5,4.47514
0.0002148,0.428905,0.7,5,4.47657
0.0002149,0.428535,0.725,5,4.47799
0.000215,0.428164,0.75,5,4.47938
0.0002151,0.427794,0.775,5,4.48076
0.0002152,0.427424,0.8,5,4.48212
0.0002153,0.427054,0.825,5,4.48346
0.0002154,0.426684,0.85,5,4.48479
0.0002155,0.426315,0.875,5,4.4861
0.0002156,0.425946,0.9,5,4.48739
0.0002157,0.425577,0.925,5,4.48867
0.0002158,0.425208,0.95,5,4.48993
0.0002159,0.424839,0.975,5,4.49117
0.000216,0.424471,1.15874e-012,5,4.4924
0.0002161,0.424102,0.025,5,4.49363
0.0002162,0.424659,0.05,5,4.49488
0.0002163,0.425215,0.075,5,4.49615
0.0002164,0.425771,0.1,5,4.49743
0.0002165,0.426327,0.125,5,4.49874
0.0002166,0.426882,0.15,5,4.50006
0.0002167,0.427437,0.175,5,4.50141
0.0002168,0.427991,0.2,5,4.50277
0.0002169,0.428545,0.225,5,4.50415
0.000217,0.429098,0.25,5,4.50555
0.0002171,0.429651,0.275,5,4.50698
0.0002172,0.430203,0.3,5,4.50842
0.0002173,0.430755,0.325,5,4.50988
0.0002174,0.431307,0.35,5,4.51135
0.0002175,0.431858,0.375,5,4.51285
0.0002176,0.432408,0.4,5,4.51437
0.0002177,0.432958,0.425,5,4.5159
0.0002178,0.433508,0.45,5,4.51745
0.0002179,0.433433,0.475,5,4.51897
0.000218,0.433058,0.5,5,4.52048
0.0002181,0.432682,0.525,5,4.52198
0.0002182,0.432307,0.55,5,4.52346
0.0002183,0.431932,0.575,5,4.52491
0.0002184,0.431557,0.6,5,4.52636
0.0002185,0.431182,0.625,5,4.52778
0.0002186,0.430808,0.65,5,4.52919
0.0002187,0.430433,0.675,5,4.53058
0.0002188,0.430059,0.7,5,4.53195
0.0002189,0.429685,0.725,5,4.53331
0.000219,0.429311,0.75,5,4.53465
0.0002191,0.428938,0.775,5,4.53597
0.0002192,0.428565,0.8,5,4.53728
0.0002193,0.428191,0.825,5,4.53856
0.0002194,0.427819,0.85,5,4.53984
0.0002195,0.427446,0.875,5,4.54109
0.0002196,0.427073,0.9,5,4.54233
0.0002197,0.426701,0.925,5,4.54355
0.0002198,0.426329,0.95,5,4.54475
0.0002199,0.425957,0.975,5,4.54594
0.00022,0.425585,1,5,4.54711
0.0002201,0.425214,0.025,5,4.54828
0.0002202,0.425767,0.05,5,4.54948
0.0002203,0.426321,0.075,5,4.55069
0.0002204,0.426873,0.1,5,4.55192
0.0002205,0.427426,0.125,5,4.55317
0.0002206,0.427978,0.15,5,4.55444
0.0002207,0.428529,0.175,5,4.55572
0.0002208,0.42908,0.2,5,4.55703
0.0002209,0.429631,0.225,5,4.55836
0.000221,0.430181,0.25,5,4.5597
0.0002211,0.43073,0.275,5,4.56107
0.0002212,0.43128,0.3,5,4.56245
0.0002213,0.431828,0.325,5,4.56385
0.0002214,0.432377,0.35,5,4.56528
0.0002215,0.432925,0.375,5,4.56672
0.0002216,0.433472,0.4,5,4.56818
0.0002217,0.434019,0.425,5,4.56966
0.0002218,0.434566,0.45,5,4.57114
0.0002219,0.434528,0.475,5,4.57261
0.000222,0.434149,0.5,5,4.57407
0.0002221,0.43377,0.525,5,4.57551
0.0002222,0.433392,0.55,5,4.57693
0.0002223,0.433014,0.575,5,4.57834
0.0002224,0.432636,0.6,5,4.57973
0.0002225,0.432258,0.625,5,4.5811
0.0002226,0.43188,0.65,5,4.58245
0.0002227,0.431503,0.675,5,4.58378
0.0002228,0.431125,0.7,5,4.5851
0.0002229,0.430748,0.725,5,4.5864
0.000223,0.430371,0.75,5,4.58769
0.0002231,0.429995,0.775,5,4.58896
0.0002232,0.429618,0.8,5,4.5902
0.0002233,0.429242,0.825,5,4.59144
0.0002234,0.428866,0.85,5,4.59265
0.0002235,0.42849,0.875,5,4.59385
0.0002236,0.428115,0.9,5,4.59503
0.0002237,0.427739,0.925,5,4.5962
0.0002238,0.427364,0.95,5,4.59735
0.0002239,0.426989,0.975,5,4.59848
0.000224,0.426614,1.21295e-012,5,4.59959
0.0002241,0.42624,0.025,5,4.60071
0.0002242,0.42679,0.05,5,4.60185
0.0002243,0.427341,0.075,5,4.60301
0.0002244,0.42789,0.1,5,4.60418
0.0002245,0.42844,0.125,5,4.60538
0.0002246,0.428988,0.15,5,4.60659
0.0002247,0.429537,0.175,5,4.60782
0.0002248,0.430085,0.2,5,4.60907
0.0002249,0.430632,0.225,5,4.61034
0.000225,0.431179,0.25,5,4.61164
0.0002251,0.431726,0.275,5,4.61294
0.0002252,0.432272,0.3,5,4.61427
0.0002253,0.432818,0.325,5,4.61562
0.0002254,0.433363,0.35,5,4.61699
0.0002255,0.433908,0.375,5,4.61837
0.0002256,0.434453,0.4,5,4.61978
0.0002257,0.434997,0.425,5,4.6212
0.0002258,0.43554,0.45,5,4.62263
0.0002259,0.435537,0.475,5,4.62405
0.000226,0.435155,0.5,5,4.62545
0.0002261,0.434773,0.525,5,4.62684
0.0002262,0.434392,0.55,5,4.62821
0.0002263,0.43401,0.575,5,4.62956
0.0002264,0.433629,0.6,5,4.63089
0.0002265,0.433248,0.625,5,4.63221
0.0002266,0.432868,0.65,5,4.6335
0.0002267,0.432487,0.675,5,4.63478
0.0002268,0.432107,0.7,5,4.63605
0.0002269,0.431727,0.725,5,4.6373
0.000227,0.431347,0.75,5,4.63852
0.0002271,0.430968,0.775,5,4.63974
0.0002272,0.430588,0.8,5,4.64093
0.0002273,0.430209,0.825,5,4.64211
0.0002274,0.42983,0.85,5,4.64327
0.0002275,0.429452,0.875,5,4.64442
0.0002276,0.429073,0.9,5,4.64554
0.0002277,0.428695,0.925,5,4.64665
0.0002278,0.428317,0.95,5,4.64775
0.0002279,0.427939,0.975,5,4.64882
0.000228,0.427561,1,5,4.64988
0.0002281,0.427184,0.025,5,4.65095
0.0002282,0.427731,0.05,5,4.65204
0.0002283,0.428279,0.075,5,4.65314
0.0002284,0.428825,0.1,5,4.65426
0.0002285,0.429372,0.125,5,4.65539
0.0002286,0.429918,0.15,5,4.65655
0.0002287,0.430463,0.175,5,4.65773
0.0002288,0.431008,0.2,5,4.65893
0.0002289,0.431553,0.225,5,4.66014
0.000229,0.432097,0.25,5,4.66138
0.0002291,0.432641,0.275,5,4.66263
0.0002292,0.433184,0.3,5,4.66391
0.0002293,0.433727,0.325,5,4.6652
0.0002294,0.43427,0.35,5,4.66651
0.0002295,0.434812,0.375,5,4.66784
0.0002296,0.435354,0.4,5,4.66919
0.0002297,0.435895,0.425,5,4.67056
0.0002298,0.436435,0.45,5,4.67194
0.0002299,0.436463,0.475,5,4.6733
0.00023,0.436078,0.5,5,4.67465
0.0002301,0.435694,0.525,5,4.67599
0.0002302,0.435309,0.55,5,4.6773
0.0002303,0.434925,0.575,5,4.6786
0.0002304,0.434541,0.6,5,4.67988
0.0002305,0.434158,0.625,5,4.68114
0.0002306,0.433774,0.65,5,4.68238
0.0002307,0.433391,0.675,5,4.68361
0.0002308,0.433008,0.7,5,4.68482
0.0002309,0.432625,0.725,5,4.68601
0.000231,0.432242,0.75,5,4.68719
0.0002311,0.43186,0.775,5,4.68835
0.0002312,0.431478,0.8,5,4.68949
0.0002313,0.431096,0.825,5,4.69062
0.0002314,0.430714,0.85,5,4.69172
0.0002315,0.430333,0.875,5,4.69281
0.0002316,0.429951,0.9,5,4.69389
0.0002317,0.42957,0.925,5,4.69494
0.0002318,0.42919,0.95,5,4.69598
0.0002319,0.428809,0.975,5,4.69701
0.000232,0.428429,1.26716e-012,5,4.69801
0.0002321,0.428048,0.025,5,4.69902
0.0002322,0.428593,0.05,5,4.70006
0.0002323,0.429138,0.075,5,4.7011
0.0002324,0.429682,0.1,5,4.70217
0.0002325,0.430225,0.125,5,4.70325
0.0002326,0.430769,0.15,5,4.70436
0.0002327,0.431311,0.175,5,4.70548
0.0002328,0.431854,0.2,5,4.70663
0.0002329,0.432396,0.225,5,4.70779
0.000233,0.432937,0.25,5,4.70897
0.0002331,0.433478,0.275,5,4.71017
0.0002332,0.434019,0.3,5,4.71139
0.0002333,0.434559,0.325,5,4.71263
0.0002334,0.435099,0.35,5,4.71389
0.0002335,0.435638,0.375,5,4.71516
0.0002336,0.436177,0.4,5,4.71646
0.0002337,0.436716,0.425,5,4.71777
0.0002338,0.437254,0.45,5,4.7191
0.0002339,0.43731,0.475,5,4.72041
0.000234,0.436922,0.5,5,4.72171
0.0002341,0.436535,0.525,5,4.72299
0.0002342,0.436148,0.55,5,4.72425
0.0002343,0.435761,0.575,5,4.72549
0.0002344,0.435375,0.6,5,4.72672
0.0002345,0.434988,0.625,5,4.72793
0.0002346,0.434602,0.65,5,4.72912
0.0002347,0.434216,0.675,5,4.7303
0.0002348,0.433831,0.7,5,4.73146
0.0002349,0.433445,0.725,5,4.7326
0.000235,0.43306,0.75,5,4.73372
0.0002351,0.432675,0.775,5,4.73482
0.0002352,0.43229,0.8,5,4.73591
0.0002353,0.431906,0.825,5,4.73698
0.0002354,0.431521,0.85,5,4.73804
0.0002355,0.431137,0.875,5,4.73908
0.0002356,0.430753,0.9,5,4.7401
0.0002357,0.430369,0.925,5,4.7411
0.0002358,0.429986,0.95,5,4.74209
0.0002359,0.429603,0.975,5,4.74306
0.000236,0.42922,1.29427e-012,5,4.74401
0.0002361,0.428837,0.025,5,4.74497
0.0002362,0.429379,0.05,5,4.74595
0.0002363,0.429921,0.075,5,4.74694
0.0002364,0.430463,0.1,5,4.74796
0.0002365,0.431004,0.125,5,4.74899
0.0002366,0.431544,0.15,5,4.75004
0.0002367,0.432085,0.175,5,4.75111
0.0002368,0.432624,0.2,5,4.7522
0.0002369,0.433164,0.225,5,4.75331
0.000237,0.433703,0.25,5,4.75444
0.0002371,0.434241,0.275,5,4.75559
0.0002372,0.434779,0.3,5,4.75676
0.0002373,0.435317,0.325,5,4.75794
0.0002374,0.435854,0.35,5,4.75915
0.0002375,0.436391,0.375,5,4.76037
0.0002376,0.436927,0.4,5,4.76161
0.0002377,0.437463,0.425,5,4.76287
0.0002378,0.437999,0.45,5,4.76415
0.0002379,0.43808,0.475,5,4.76541
0.000238,0.43769,0.5,5,4.76665
0.0002381,0.4373,0.525,5,4.76788
0.0002382,0.436911,0.55,5,4.76909
0.0002383,0.436522,0.575,5,4.77028
0.0002384,0.436133,0.6,5,4.77146
0.0002385,0.435744,0.625,5,4.77262
0.0002386,0.435355,0.65,5,4.77376
0.0002387,0.434967,0.675,5,4.77488
0.0002388,0.434578,0.7,5,4.77598
0.0002389,0.43419,0.725,5,4.77707
0.000239,0.433803,0.75,5,4.77814
0.0002391,0.433415,0.775,5,4.7792
0.0002392,0.433028,0.8,5,4.78024
0.0002393,0.432641,0.825,5,4.78126
0.0002394,0.432254,0.85,5,4.78226
0.0002395,0.431867,0.875,5,4.78324
0.0002396,0.431481,0.9,5,4.78421
0.0002397,0.431095,0.925,5,4.78516
0.0002398,0.430709,0.95,5,4.7861
0.0002399,0.430323,0.975,5,4.78702
0.00024,0.429938,1.32137e-012,5,4.78792
0.0002401,0.429552,0.025,5,4.78883
0.0002402,0.430092,0.05,5,4.78975
0.0002403,0.430632,0.075,5,4.7907
0.0002404,0.431171,0.1,5,4.79166
0.0002405,0.431709,0.125,5,4.79264
0.0002406,0.432248,0.15,5,4.79364
0.0002407,0.432785,0.175,5,4.79466
0.0002408,0.433323,0.2,5,4.7957
0.0002409,0.43386,0.225,5,4.79675
0.000241,0.434396,0.25,5,4.79783
0.0002411,0.434932,0.275,5,4.79893
0.0002412,0.435468,0.3,5,4.80004
0.0002413,0.436003,0.325,5,4.80117
0.0002414,0.436538,0.35,5,4.80233
0.0002415,0.437073,0.375,5,4.8035
0.0002416,0.437607,0.4,5,4.80469
0.0002417,0.43814,0.425,5,4.8059
0.0002418,0.438673,0.45,5,4.80712
0.0002419,0.438778,0.475,5,4.80833
0.000242,0.438385,0.5,5,4.80953
0.0002421,0.437993,0.525,5,4.8107
0.0002422,0.437601,0.55,5,4.81186
0.0002423,0.43721,0.575,5,4.813
0.0002424,0.436818,0.6,5,4.81413
0.0002425,0.436427,0.625,5,4.81523
0.0002426,0.436036,0.65,5,4.81632
0.0002427,0.435645,0.675,5,4.81739
0.0002428,0.435255,0.7,5,4.81845
0.0002429,0.434864,0.725,5,4.81949
0.000243,0.434474,0.75,5,4.82051
0.0002431,0.434084,0.775,5,4.82151
0.0002432,0.433695,0.8,5,4.8225
0.0002433,0.433305,0.825,5,4.82347
0.0002434,0.432916,0.85,5,4.82442
0.0002435,0.432527,0.875,5,4.82535
0.0002436,0.432138,0.9,5,4.82627
0.0002437,0.43175,0.925,5,4.82717
0.0002438,0.431361,0.95,5,4.82805
0.0002439,0.430973,0.975,5,4.82892
0.000244,0.430586,1.34848e-012,5,4.82977
0.0002441,0.430198,0.025,5,4.83063
0.0002442,0.430736,0.05,5,4.83151
0.0002443,0.431273,0.075,5,4.8324
0.0002444,0.431809,0.1,5,4.83331
0.0002445,0.432346,0.125,5,4.83424
0.0002446,0.432882,0.15,5,4.83519
0.0002447,0.433417,0.175,5,4.83615
0.0002448,0.433952,0.2,5,4.83714
0.0002449,0.434487,0.225,5,4.83815
0.000245,0.435021,0.25,5,4.83917
0.0002451,0.435555,0.275,5,4.84022
0.0002452,0.436088,0.3,5,4.84128
0.0002453,0.436621,0.325,5,4.84237
0.0002454,0.437154,0.35,5,4.84347
0.0002455,0.437686,0.375,5,4.84459
0.0002456,0.438218,0.4,5,4.84573
0.0002457,0.438749,0.425,5,4.84689
0.0002458,0.43928,0.45,5,4.84806
0.0002459,0.439405,0.475,5,4.84922
0.000246,0.439011,0.5,5,4.85036
0.0002461,0.438616,0.525,5,4.85149
0.0002462,0.438222,0.55,5,4.8526
0.0002463,0.437828,0.575,5,4.85369
0.0002464,0.437434,0.6,5,4.85476
0.0002465,0.437041,0.625,5,4.85582
0.0002466,0.436648,0.65,5,4.85686
0.0002467,0.436255,0.675,5,4.85788
0.0002468,0.435862,0.7,5,4.85889
0.0002469,0.435469,0.725,5,4.85988
0.000247,0.435077,0.75,5,4.86085
0.0002471,0.434685,0.775,5,4.8618
0.0002472,0.434293,0.8,5,4.86273
0.0002473,0.433901,0.825,5,4.86365
0.0002474,0.43351,0.85,5,4.86456
0.0002475,0.433119,0.875,5,4.86544
0.0002476,0.432728,0.9,5,4.86631
0.0002477,0.432337,0.925,5,4.86716
0.0002478,0.431947,0.95,5,4.86799
0.0002479,0.431556,0.975,5,4.86881
0.000248,0.431166,1,5,4.86961
0.0002481,0.430777,0.025,5,4.87042
0.0002482,0.431312,0.05,5,4.87125
0.0002483,0.431847,0.075,5,4.87209
0.0002484,0.432381,0.1,5,4.87295
0.0002485,0.432916,0.125,5,4.87383
0.0002486,0.433449,0.15,5,4.87473
0.0002487,0.433983,0.175,5,4.87564
0.0002488,0.434516,0.2,5,4.87658
0.0002489,0.435048,0.225,5,4.87754
0.000249,0.43558,0.25,5,4.87852
0.0002491,0.436112,0.275,5,4.87951
0.0002492,0.436643,0.3,5,4.88052
0.0002493,0.437174,0.325,5,4.88156
0.0002494,0.437705,0.35,5,4.88261
0.0002495,0.438235,0.375,5,4.88368
0.0002496,0.438764,0.4,5,4.88477
0.0002497,0.439293,0.425,5,4.88588
0.0002498,0.439822,0.45,5,4.887
0.0002499,0.439966,0.475,5,4.88811
0.00025,0.439569,0.5,5,4.88921
0.0002501,0.439172,0.525,5,4.89029
0.0002502,0.438776,0.55,5,4.89135
0.0002503,0.43838,0.575,5,4.89239
