Time,D_pedro,portadora_pedro,Vref,Vc
0.0005378,0.427073,0.45,5,5.18655
0.0005379,0.42673,0.475,5,5.18659
0.000538,0.426329,0.5,5,5.18662
0.0005381,0.425929,0.525,5,5.18664
0.0005382,0.425529,0.55,5,5.18664
0.0005383,0.425129,0.575,5,5.18662
0.0005384,0.424729,0.6,5,5.18659
0.0005385,0.42433,0.625,5,5.18654
0.0005386,0.423931,0.65,5,5.18648
0.0005387,0.423532,0.675,5,5.1864
0.0005388,0.423133,0.7,5,5.18631
0.0005389,0.422735,0.725,5,5.1862
0.000539,0.422337,0.75,5,5.18608
0.0005391,0.42194,0.775,5,5.18594
0.0005392,0.421542,0.8,5,5.18578
0.0005393,0.421145,0.825,5,5.18561
0.0005394,0.420748,0.85,5,5.18543
0.0005395,0.420352,0.875,5,5.18523
0.0005396,0.419956,0.9,5,5.18501
0.0005397,0.41956,0.925,5,5.18478
0.0005398,0.419164,0.95,5,5.18453
0.0005399,0.418769,0.975,5,5.18427
0.00054,0.418374,1,5,5.184
0.0005401,0.417979,0.025,5,5.18373
0.0005402,0.418509,0.05,5,5.18348
0.0005403,0.419039,0.075,5,5.18325
0.0005404,0.419569,0.1,5,5.18304
0.0005405,0.420098,0.125,5,5.18285
0.0005406,0.420627,0.15,5,5.18269
0.0005407,0.421156,0.175,5,5.18254
0.0005408,0.421684,0.2,5,5.18242
0.0005409,0.422212,0.225,5,5.18231
0.000541,0.42274,0.25,5,5.18223
0.0005411,0.423267,0.275,5,5.18217
0.0005412,0.423794,0.3,5,5.18212
0.0005413,0.42432,0.325,5,5.1821
0.0005414,0.424846,0.35,5,5.1821
0.0005415,0.425372,0.375,5,5.18212
0.0005416,0.425897,0.4,5,5.18217
0.0005417,0.426422,0.425,5,5.18223
0.0005418,0.426947,0.45,5,5.18229
0.0005419,0.4266,0.475,5,5.18234
0.000542,0.426199,0.5,5,5.18237
0.0005421,0.425799,0.525,5,5.18239
0.0005422,0.425399,0.55,5,5.18239
0.0005423,0.425,0.575,5,5.18238
0.0005424,0.4246,0.6,5,5.18235
0.0005425,0.424201,0.625,5,5.18231
0.0005426,0.423802,0.65,5,5.18225
0.0005427,0.423404,0.675,5,5.18217
0.0005428,0.423006,0.7,5,5.18208
0.0005429,0.422608,0.725,5,5.18197
0.000543,0.42221,0.75,5,5.18185
0.0005431,0.421813,0.775,5,5.18172
0.0005432,0.421415,0.8,5,5.18156
0.0005433,0.421019,0.825,5,5.1814
0.0005434,0.420622,0.85,5,5.18121
0.0005435,0.420226,0.875,5,5.18102
0.0005436,0.41983,0.9,5,5.1808
0.0005437,0.419434,0.925,5,5.18057
0.0005438,0.419039,0.95,5,5.18033
0.0005439,0.418644,0.975,5,5.18007
0.000544,0.418249,1,5,5.1798
0.0005441,0.417855,0.025,5,5.17953
0.0005442,0.418385,0.05,5,5.17929
0.0005443,0.418915,0.075,5,5.17906
0.0005444,0.419445,0.1,5,5.17886
0.0005445,0.419975,0.125,5,5.17867
0.0005446,0.420504,0.15,5,5.17851
0.0005447,0.421033,0.175,5,5.17836
0.0005448,0.421562,0.2,5,5.17824
0.0005449,0.42209,0.225,5,5.17814
0.000545,0.422618,0.25,5,5.17806
0.0005451,0.423145,0.275,5,5.178
0.0005452,0.423672,0.3,5,5.17796
0.0005453,0.424199,0.325,5,5.17794
0.0005454,0.424725,0.35,5,5.17795
0.0005455,0.425251,0.375,5,5.17797
0.0005456,0.425777,0.4,5,5.17801
0.0005457,0.426302,0.425,5,5.17808
0.0005458,0.426827,0.45,5,5.17814
0.0005459,0.426476,0.475,5,5.17819
0.000546,0.426076,0.5,5,5.17823
0.0005461,0.425676,0.525,5,5.17825
0.0005462,0.425276,0.55,5,5.17826
0.0005463,0.424877,0.575,5,5.17825
0.0005464,0.424477,0.6,5,5.17822
0.0005465,0.424079,0.625,5,5.17818
0.0005466,0.42368,0.65,5,5.17812
0.0005467,0.423282,0.675,5,5.17805
0.0005468,0.422884,0.7,5,5.17796
0.0005469,0.422486,0.725,5,5.17786
0.000547,0.422089,0.75,5,5.17774
0.0005471,0.421692,0.775,5,5.1776
0.0005472,0.421295,0.8,5,5.17746
0.0005473,0.420898,0.825,5,5.17729
0.0005474,0.420502,0.85,5,5.17711
0.0005475,0.420106,0.875,5,5.17692
0.0005476,0.419711,0.9,5,5.1767
0.0005477,0.419315,0.925,5,5.17648
0.0005478,0.41892,0.95,5,5.17624
0.0005479,0.418525,0.975,5,5.17598
0.000548,0.418131,1,5,5.17571
0.0005481,0.417736,0.025,5,5.17545
0.0005482,0.418267,0.05,5,5.17521
0.0005483,0.418798,0.075,5,5.17498
0.0005484,0.419328,0.1,5,5.17478
0.0005485,0.419858,0.125,5,5.1746
0.0005486,0.420387,0.15,5,5.17444
0.0005487,0.420917,0.175,5,5.1743
0.0005488,0.421445,0.2,5,5.17418
0.0005489,0.421974,0.225,5,5.17408
0.000549,0.422502,0.25,5,5.174
0.0005491,0.42303,0.275,5,5.17394
0.0005492,0.423557,0.3,5,5.17391
0.0005493,0.424084,0.325,5,5.17389
0.0005494,0.424611,0.35,5,5.1739
0.0005495,0.425137,0.375,5,5.17392
0.0005496,0.425663,0.4,5,5.17397
0.0005497,0.426188,0.425,5,5.17404
0.0005498,0.426713,0.45,5,5.17411
0.0005499,0.426358,0.475,5,5.17416
0.00055,0.425958,0.5,5,5.1742
0.0005501,0.425558,0.525,5,5.17422
0.0005502,0.425159,0.55,5,5.17423
0.0005503,0.42476,0.575,5,5.17422
0.0005504,0.424361,0.6,5,5.1742
0.0005505,0.423963,0.625,5,5.17416
0.0005506,0.423564,0.65,5,5.17411
0.0005507,0.423166,0.675,5,5.17404
0.0005508,0.422769,0.7,5,5.17395
0.0005509,0.422371,0.725,5,5.17385
0.000551,0.421974,0.75,5,5.17374
0.0005511,0.421577,0.775,5,5.1736
0.0005512,0.421181,0.8,5,5.17346
0.0005513,0.420784,0.825,5,5.1733
0.0005514,0.420388,0.85,5,5.17312
0.0005515,0.419993,0.875,5,5.17293
0.0005516,0.419597,0.9,5,5.17272
0.0005517,0.419202,0.925,5,5.1725
0.0005518,0.418807,0.95,5,5.17226
0.0005519,0.418413,0.975,5,5.17201
0.000552,0.418018,1,5,5.17174
0.0005521,0.417624,0.025,5,5.17148
0.0005522,0.418156,0.05,5,5.17124
0.0005523,0.418686,0.075,5,5.17102
0.0005524,0.419217,0.1,5,5.17082
0.0005525,0.419747,0.125,5,5.17064
0.0005526,0.420277,0.15,5,5.17048
0.0005527,0.420806,0.175,5,5.17034
0.0005528,0.421335,0.2,5,5.17022
0.0005529,0.421864,0.225,5,5.17013
0.000553,0.422392,0.25,5,5.17005
0.0005531,0.42292,0.275,5,5.17
0.0005532,0.423448,0.3,5,5.16997
0.0005533,0.423975,0.325,5,5.16996
0.0005534,0.424502,0.35,5,5.16996
0.0005535,0.425028,0.375,5,5.16999
0.0005536,0.425554,0.4,5,5.17004
0.0005537,0.42608,0.425,5,5.17011
0.0005538,0.426605,0.45,5,5.17018
0.0005539,0.426246,0.475,5,5.17024
0.000554,0.425847,0.5,5,5.17028
0.0005541,0.425447,0.525,5,5.17031
0.0005542,0.425048,0.55,5,5.17032
0.0005543,0.424649,0.575,5,5.17031
0.0005544,0.424251,0.6,5,5.17029
0.0005545,0.423853,0.625,5,5.17026
0.0005546,0.423455,0.65,5,5.17021
0.0005547,0.423057,0.675,5,5.17014
0.0005548,0.422659,0.7,5,5.17006
0.0005549,0.422262,0.725,5,5.16996
0.000555,0.421865,0.75,5,5.16985
0.0005551,0.421469,0.775,5,5.16972
0.0005552,0.421072,0.8,5,5.16957
0.0005553,0.420676,0.825,5,5.16942
0.0005554,0.420281,0.85,5,5.16924
0.0005555,0.419885,0.875,5,5.16905
0.0005556,0.41949,0.9,5,5.16885
0.0005557,0.419095,0.925,5,5.16863
0.0005558,0.4187,0.95,5,5.16839
0.0005559,0.418306,0.975,5,5.16814
0.000556,0.417912,1,5,5.16788
0.0005561,0.417518,0.025,5,5.16762
0.0005562,0.41805,0.05,5,5.16739
0.0005563,0.418581,0.075,5,5.16717
0.0005564,0.419112,0.1,5,5.16697
0.0005565,0.419642,0.125,5,5.16679
0.0005566,0.420172,0.15,5,5.16664
0.0005567,0.420702,0.175,5,5.1665
0.0005568,0.421231,0.2,5,5.16639
0.0005569,0.42176,0.225,5,5.16629
0.000557,0.422288,0.25,5,5.16622
0.0005571,0.422817,0.275,5,5.16617
0.0005572,0.423344,0.3,5,5.16614
0.0005573,0.423872,0.325,5,5.16613
0.0005574,0.424399,0.35,5,5.16614
0.0005575,0.424926,0.375,5,5.16618
0.0005576,0.425452,0.4,5,5.16623
0.0005577,0.425978,0.425,5,5.1663
0.0005578,0.426504,0.45,5,5.16638
0.0005579,0.426141,0.475,5,5.16643
0.000558,0.425742,0.5,5,5.16648
0.0005581,0.425342,0.525,5,5.16651
0.0005582,0.424943,0.55,5,5.16652
0.0005583,0.424545,0.575,5,5.16652
0.0005584,0.424147,0.6,5,5.1665
0.0005585,0.423748,0.625,5,5.16647
0.0005586,0.423351,0.65,5,5.16642
0.0005587,0.422953,0.675,5,5.16636
0.0005588,0.422556,0.7,5,5.16628
0.0005589,0.422159,0.725,5,5.16618
0.000559,0.421762,0.75,5,5.16607
0.0005591,0.421366,0.775,5,5.16595
0.0005592,0.42097,0.8,5,5.16581
0.0005593,0.420574,0.825,5,5.16565
0.0005594,0.420179,0.85,5,5.16548
0.0005595,0.419784,0.875,5,5.16529
0.0005596,0.419389,0.9,5,5.16509
0.0005597,0.418994,0.925,5,5.16487
0.0005598,0.4186,0.95,5,5.16464
0.0005599,0.418205,0.975,5,5.16439
0.00056,0.417812,1,5,5.16413
0.0005601,0.417418,0.025,5,5.16388
0.0005602,0.41795,0.05,5,5.16365
0.0005603,0.418481,0.075,5,5.16343
0.0005604,0.419012,0.1,5,5.16323
0.0005605,0.419543,0.125,5,5.16306
0.0005606,0.420073,0.15,5,5.16291
0.0005607,0.420603,0.175,5,5.16278
0.0005608,0.421132,0.2,5,5.16266
0.0005609,0.421662,0.225,5,5.16258
0.000561,0.42219,0.25,5,5.16251
0.0005611,0.422719,0.275,5,5.16246
0.0005612,0.423247,0.3,5,5.16243
0.0005613,0.423774,0.325,5,5.16243
0.0005614,0.424302,0.35,5,5.16244
0.0005615,0.424829,0.375,5,5.16247
0.0005616,0.425355,0.4,5,5.16253
0.0005617,0.425882,0.425,5,5.16261
0.0005618,0.426407,0.45,5,5.16268
0.0005619,0.426041,0.475,5,5.16274
0.000562,0.425642,0.5,5,5.16279
0.0005621,0.425243,0.525,5,5.16282
0.0005622,0.424845,0.55,5,5.16284
0.0005623,0.424446,0.575,5,5.16284
0.0005624,0.424048,0.6,5,5.16283
0.0005625,0.42365,0.625,5,5.1628
0.0005626,0.423253,0.65,5,5.16275
0.0005627,0.422855,0.675,5,5.16269
0.0005628,0.422458,0.7,5,5.16261
0.0005629,0.422062,0.725,5,5.16252
0.000563,0.421665,0.75,5,5.16241
0.0005631,0.421269,0.775,5,5.16229
0.0005632,0.420873,0.8,5,5.16215
0.0005633,0.420478,0.825,5,5.162
0.0005634,0.420083,0.85,5,5.16183
0.0005635,0.419688,0.875,5,5.16165
0.0005636,0.419293,0.9,5,5.16145
0.0005637,0.418898,0.925,5,5.16123
0.0005638,0.418504,0.95,5,5.161
0.0005639,0.41811,0.975,5,5.16076
0.000564,0.417717,1,5,5.1605
0.0005641,0.417324,0.025,5,5.16025
0.0005642,0.417855,0.05,5,5.16002
0.0005643,0.418387,0.075,5,5.15981
0.0005644,0.418918,0.1,5,5.15962
0.0005645,0.419449,0.125,5,5.15944
0.0005646,0.41998,0.15,5,5.15929
0.0005647,0.42051,0.175,5,5.15917
0.0005648,0.421039,0.2,5,5.15906
0.0005649,0.421569,0.225,5,5.15897
0.000565,0.422098,0.25,5,5.15891
0.0005651,0.422626,0.275,5,5.15886
0.0005652,0.423155,0.3,5,5.15884
0.0005653,0.423683,0.325,5,5.15883
0.0005654,0.42421,0.35,5,5.15885
0.0005655,0.424737,0.375,5,5.15889
0.0005656,0.425264,0.4,5,5.15895
0.0005657,0.425791,0.425,5,5.15903
0.0005658,0.426317,0.45,5,5.1591
0.0005659,0.425947,0.475,5,5.15917
0.000566,0.425548,0.5,5,5.15922
0.0005661,0.42515,0.525,5,5.15925
0.0005662,0.424751,0.55,5,5.15927
0.0005663,0.424353,0.575,5,5.15928
0.0005664,0.423955,0.6,5,5.15927
0.0005665,0.423558,0.625,5,5.15924
0.0005666,0.42316,0.65,5,5.1592
0.0005667,0.422763,0.675,5,5.15914
0.0005668,0.422367,0.7,5,5.15906
0.0005669,0.42197,0.725,5,5.15897
0.000567,0.421574,0.75,5,5.15887
0.0005671,0.421178,0.775,5,5.15875
0.0005672,0.420782,0.8,5,5.15861
0.0005673,0.420387,0.825,5,5.15846
0.0005674,0.419992,0.85,5,5.1583
0.0005675,0.419597,0.875,5,5.15812
0.0005676,0.419203,0.9,5,5.15792
0.0005677,0.418809,0.925,5,5.15771
0.0005678,0.418415,0.95,5,5.15748
0.0005679,0.418021,0.975,5,5.15724
0.000568,0.417628,1,5,5.15699
0.0005681,0.417235,0.025,5,5.15674
0.0005682,0.417767,0.05,5,5.15651
0.0005683,0.418298,0.075,5,5.1563
0.0005684,0.41883,0.1,5,5.15611
0.0005685,0.419361,0.125,5,5.15594
0.0005686,0.419892,0.15,5,5.1558
0.0005687,0.420422,0.175,5,5.15567
0.0005688,0.420952,0.2,5,5.15557
0.0005689,0.421481,0.225,5,5.15548
0.000569,0.422011,0.25,5,5.15542
0.0005691,0.42254,0.275,5,5.15538
0.0005692,0.423068,0.3,5,5.15536
0.0005693,0.423596,0.325,5,5.15536
0.0005694,0.424124,0.35,5,5.15538
0.0005695,0.424651,0.375,5,5.15542
0.0005696,0.425178,0.4,5,5.15548
0.0005697,0.425705,0.425,5,5.15556
0.0005698,0.426231,0.45,5,5.15564
0.0005699,0.425859,0.475,5,5.15571
0.00057,0.42546,0.5,5,5.15576
0.0005701,0.425062,0.525,5,5.1558
0.0005702,0.424664,0.55,5,5.15582
0.0005703,0.424266,0.575,5,5.15583
0.0005704,0.423868,0.6,5,5.15582
0.0005705,0.423471,0.625,5,5.1558
0.0005706,0.423073,0.65,5,5.15576
0.0005707,0.422677,0.675,5,5.1557
0.0005708,0.42228,0.7,5,5.15563
0.0005709,0.421884,0.725,5,5.15554
0.000571,0.421488,0.75,5,5.15544
0.0005711,0.421092,0.775,5,5.15533
0.0005712,0.420697,0.8,5,5.15519
0.0005713,0.420302,0.825,5,5.15505
0.0005714,0.419907,0.85,5,5.15488
0.0005715,0.419512,0.875,5,5.1547
0.0005716,0.419118,0.9,5,5.15451
0.0005717,0.418724,0.925,5,5.1543
0.0005718,0.41833,0.95,5,5.15408
0.0005719,0.417937,0.975,5,5.15384
0.000572,0.417544,1,5,5.15359
0.0005721,0.417151,0.025,5,5.15334
0.0005722,0.417683,0.05,5,5.15312
0.0005723,0.418215,0.075,5,5.15291
0.0005724,0.418747,0.1,5,5.15273
0.0005725,0.419278,0.125,5,5.15256
0.0005726,0.419809,0.15,5,5.15242
0.0005727,0.420339,0.175,5,5.15229
0.0005728,0.42087,0.2,5,5.15219
0.0005729,0.421399,0.225,5,5.15211
0.000573,0.421929,0.25,5,5.15205
0.0005731,0.422458,0.275,5,5.15201
0.0005732,0.422987,0.3,5,5.15199
0.0005733,0.423515,0.325,5,5.152
0.0005734,0.424043,0.35,5,5.15202
0.0005735,0.424571,0.375,5,5.15206
0.0005736,0.425098,0.4,5,5.15213
0.0005737,0.425625,0.425,5,5.15221
0.0005738,0.426151,0.45,5,5.1523
0.0005739,0.425776,0.475,5,5.15237
0.000574,0.425378,0.5,5,5.15242
0.0005741,0.424979,0.525,5,5.15246
0.0005742,0.424581,0.55,5,5.15249
0.0005743,0.424183,0.575,5,5.1525
0.0005744,0.423786,0.6,5,5.15249
0.0005745,0.423389,0.625,5,5.15247
0.0005746,0.422992,0.65,5,5.15243
0.0005747,0.422595,0.675,5,5.15238
0.0005748,0.422199,0.7,5,5.15231
0.0005749,0.421803,0.725,5,5.15223
0.000575,0.421407,0.75,5,5.15213
0.0005751,0.421012,0.775,5,5.15202
0.0005752,0.420616,0.8,5,5.15189
0.0005753,0.420222,0.825,5,5.15174
0.0005754,0.419827,0.85,5,5.15158
0.0005755,0.419433,0.875,5,5.15141
0.0005756,0.419039,0.9,5,5.15122
0.0005757,0.418645,0.925,5,5.15101
0.0005758,0.418251,0.95,5,5.15079
0.0005759,0.417858,0.975,5,5.15055
0.000576,0.417465,1,5,5.1503
0.0005761,0.417072,0.025,5,5.15006
0.0005762,0.417605,0.05,5,5.14984
0.0005763,0.418137,0.075,5,5.14964
0.0005764,0.418669,0.1,5,5.14945
0.0005765,0.4192,0.125,5,5.14929
0.0005766,0.419731,0.15,5,5.14915
0.0005767,0.420262,0.175,5,5.14903
0.0005768,0.420793,0.2,5,5.14893
0.0005769,0.421323,0.225,5,5.14885
0.000577,0.421852,0.25,5,5.1488
0.0005771,0.422382,0.275,5,5.14876
0.0005772,0.42291,0.3,5,5.14874
0.0005773,0.423439,0.325,5,5.14875
0.0005774,0.423967,0.35,5,5.14878
0.0005775,0.424495,0.375,5,5.14882
0.0005776,0.425022,0.4,5,5.14889
0.0005777,0.425549,0.425,5,5.14898
0.0005778,0.426076,0.45,5,5.14907
0.0005779,0.425698,0.475,5,5.14914
0.000578,0.4253,0.5,5,5.1492
0.0005781,0.424902,0.525,5,5.14924
0.0005782,0.424504,0.55,5,5.14927
0.0005783,0.424107,0.575,5,5.14928
0.0005784,0.423709,0.6,5,5.14928
0.0005785,0.423312,0.625,5,5.14926
0.0005786,0.422916,0.65,5,5.14923
0.0005787,0.422519,0.675,5,5.14918
0.0005788,0.422123,0.7,5,5.14911
0.0005789,0.421727,0.725,5,5.14903
0.000579,0.421332,0.75,5,5.14893
0.0005791,0.420936,0.775,5,5.14882
0.0005792,0.420541,0.8,5,5.1487
0.0005793,0.420147,0.825,5,5.14855
0.0005794,0.419752,0.85,5,5.1484
0.0005795,0.419358,0.875,5,5.14822
0.0005796,0.418964,0.9,5,5.14804
0.0005797,0.41857,0.925,5,5.14783
0.0005798,0.418177,0.95,5,5.14762
0.0005799,0.417784,0.975,5,5.14738
0.00058,0.417391,1,5,5.14714
0.0005801,0.416999,0.025,5,5.1469
0.0005802,0.417532,0.05,5,5.14668
0.0005803,0.418064,0.075,5,5.14648
0.0005804,0.418596,0.1,5,5.1463
0.0005805,0.419128,0.125,5,5.14614
0.0005806,0.419659,0.15,5,5.146
0.0005807,0.42019,0.175,5,5.14588
0.0005808,0.42072,0.2,5,5.14579
0.0005809,0.421251,0.225,5,5.14571
0.000581,0.421781,0.25,5,5.14566
0.0005811,0.42231,0.275,5,5.14562
0.0005812,0.422839,0.3,5,5.14561
0.0005813,0.423368,0.325,5,5.14562
0.0005814,0.423896,0.35,5,5.14565
0.0005815,0.424424,0.375,5,5.1457
0.0005816,0.424952,0.4,5,5.14577
0.0005817,0.425479,0.425,5,5.14586
0.0005818,0.426006,0.45,5,5.14595
0.0005819,0.425626,0.475,5,5.14602
0.000582,0.425227,0.5,5,5.14609
0.0005821,0.42483,0.525,5,5.14613
0.0005822,0.424432,0.55,5,5.14616
0.0005823,0.424035,0.575,5,5.14618
0.0005824,0.423638,0.6,5,5.14618
0.0005825,0.423241,0.625,5,5.14616
0.0005826,0.422844,0.65,5,5.14613
0.0005827,0.422448,0.675,5,5.14609
0.0005828,0.422052,0.7,5,5.14602
0.0005829,0.421656,0.725,5,5.14595
0.000583,0.421261,0.75,5,5.14585
0.0005831,0.420866,0.775,5,5.14574
0.0005832,0.420471,0.8,5,5.14562
0.0005833,0.420077,0.825,5,5.14548
0.0005834,0.419682,0.85,5,5.14533
0.0005835,0.419288,0.875,5,5.14516
0.0005836,0.418895,0.9,5,5.14497
0.0005837,0.418501,0.925,5,5.14477
0.0005838,0.418108,0.95,5,5.14456
0.0005839,0.417715,0.975,5,5.14433
0.000584,0.417323,1,5,5.14408
0.0005841,0.41693,0.025,5,5.14385
0.0005842,0.417463,0.05,5,5.14363
0.0005843,0.417996,0.075,5,5.14343
0.0005844,0.418528,0.1,5,5.14326
0.0005845,0.41906,0.125,5,5.1431
0.0005846,0.419591,0.15,5,5.14296
0.0005847,0.420122,0.175,5,5.14285
0.0005848,0.420653,0.2,5,5.14276
0.0005849,0.421184,0.225,5,5.14268
0.000585,0.421714,0.25,5,5.14263
0.0005851,0.422243,0.275,5,5.1426
0.0005852,0.422773,0.3,5,5.14259
0.0005853,0.423301,0.325,5,5.1426
0.0005854,0.42383,0.35,5,5.14264
0.0005855,0.424358,0.375,5,5.14269
0.0005856,0.424886,0.4,5,5.14276
0.0005857,0.425413,0.425,5,5.14286
0.0005858,0.42594,0.45,5,5.14295
0.0005859,0.425558,0.475,5,5.14303
0.000586,0.42516,0.5,5,5.14309
0.0005861,0.424762,0.525,5,5.14314
0.0005862,0.424365,0.55,5,5.14318
0.0005863,0.423968,0.575,5,5.14319
0.0005864,0.423571,0.6,5,5.1432
0.0005865,0.423174,0.625,5,5.14318
0.0005866,0.422778,0.65,5,5.14315
0.0005867,0.422382,0.675,5,5.14311
0.0005868,0.421986,0.7,5,5.14305
0.0005869,0.42159,0.725,5,5.14298
0.000587,0.421195,0.75,5,5.14289
0.0005871,0.4208,0.775,5,5.14278
0.0005872,0.420406,0.8,5,5.14266
0.0005873,0.420011,0.825,5,5.14252
0.0005874,0.419617,0.85,5,5.14237
0.0005875,0.419223,0.875,5,5.1422
0.0005876,0.41883,0.9,5,5.14202
0.0005877,0.418437,0.925,5,5.14183
0.0005878,0.418044,0.95,5,5.14161
0.0005879,0.417651,0.975,5,5.14139
0.000588,0.417259,1,5,5.14115
0.0005881,0.416867,0.025,5,5.14091
0.0005882,0.4174,0.05,5,5.1407
0.0005883,0.417932,0.075,5,5.1405
0.0005884,0.418465,0.1,5,5.14033
0.0005885,0.418997,0.125,5,5.14018
0.0005886,0.419528,0.15,5,5.14004
0.0005887,0.42006,0.175,5,5.13993
0.0005888,0.420591,0.2,5,5.13984
0.0005889,0.421121,0.225,5,5.13977
0.000589,0.421651,0.25,5,5.13972
0.0005891,0.422181,0.275,5,5.1397
0.0005892,0.422711,0.3,5,5.13969
0.0005893,0.42324,0.325,5,5.1397
0.0005894,0.423768,0.35,5,5.13974
0.0005895,0.424297,0.375,5,5.13979
0.0005896,0.424825,0.4,5,5.13987
0.0005897,0.425352,0.425,5,5.13997
0.0005898,0.425879,0.45,5,5.14006
0.0005899,0.425495,0.475,5,5.14014
0.00059,0.425097,0.5,5,5.14021
0.0005901,0.424699,0.525,5,5.14026
0.0005902,0.424302,0.55,5,5.1403
0.0005903,0.423905,0.575,5,5.14032
0.0005904,0.423508,0.6,5,5.14033
0.0005905,0.423112,0.625,5,5.14031
0.0005906,0.422716,0.65,5,5.14029
0.0005907,0.42232,0.675,5,5.14025
0.0005908,0.421924,0.7,5,5.14019
0.0005909,0.421529,0.725,5,5.14012
0.000591,0.421134,0.75,5,5.14003
0.0005911,0.420739,0.775,5,5.13993
0.0005912,0.420345,0.8,5,5.13981
0.0005913,0.419951,0.825,5,5.13968
0.0005914,0.419557,0.85,5,5.13953
0.0005915,0.419163,0.875,5,5.13936
0.0005916,0.41877,0.9,5,5.13919
0.0005917,0.418377,0.925,5,5.13899
0.0005918,0.417984,0.95,5,5.13878
0.0005919,0.417591,0.975,5,5.13856
0.000592,0.417199,1,5,5.13832
0.0005921,0.416807,0.025,5,5.13809
0.0005922,0.41734,0.05,5,5.13788
0.0005923,0.417873,0.075,5,5.13769
0.0005924,0.418406,0.1,5,5.13751
0.0005925,0.418938,0.125,5,5.13736
0.0005926,0.41947,0.15,5,5.13723
0.0005927,0.420001,0.175,5,5.13713
0.0005928,0.420532,0.2,5,5.13704
0.0005929,0.421063,0.225,5,5.13697
0.000593,0.421594,0.25,5,5.13693
0.0005931,0.422123,0.275,5,5.1369
0.0005932,0.422653,0.3,5,5.1369
0.0005933,0.423182,0.325,5,5.13691
0.0005934,0.423711,0.35,5,5.13695
0.0005935,0.42424,0.375,5,5.13701
0.0005936,0.424768,0.4,5,5.13709
0.0005937,0.425296,0.425,5,5.13719
0.0005938,0.425823,0.45,5,5.13729
0.0005939,0.425436,0.475,5,5.13737
0.000594,0.425039,0.5,5,5.13744
0.0005941,0.424641,0.525,5,5.1375
0.0005942,0.424244,0.55,5,5.13753
0.0005943,0.423847,0.575,5,5.13756
0.0005944,0.423451,0.6,5,5.13757
0.0005945,0.423055,0.625,5,5.13756
0.0005946,0.422659,0.65,5,5.13754
0.0005947,0.422263,0.675,5,5.1375
0.0005948,0.421867,0.7,5,5.13744
0.0005949,0.421472,0.725,5,5.13737
0.000595,0.421077,0.75,5,5.13729
0.0005951,0.420683,0.775,5,5.13719
0.0005952,0.420288,0.8,5,5.13707
0.0005953,0.419894,0.825,5,5.13694
0.0005954,0.419501,0.85,5,5.1368
0.0005955,0.419107,0.875,5,5.13664
0.0005956,0.418714,0.9,5,5.13646
0.0005957,0.418321,0.925,5,5.13627
0.0005958,0.417928,0.95,5,5.13606
0.0005959,0.417536,0.975,5,5.13584
0.000596,0.417144,1,5,5.13561
0.0005961,0.416752,0.025,5,5.13538
0.0005962,0.417286,0.05,5,5.13517
0.0005963,0.417819,0.075,5,5.13498
0.0005964,0.418351,0.1,5,5.13481
0.0005965,0.418884,0.125,5,5.13466
0.0005966,0.419416,0.15,5,5.13454
0.0005967,0.419947,0.175,5,5.13443
0.0005968,0.420479,0.2,5,5.13435
0.0005969,0.42101,0.225,5,5.13428
0.000597,0.42154,0.25,5,5.13424
0.0005971,0.42207,0.275,5,5.13422
0.0005972,0.4226,0.3,5,5.13422
0.0005973,0.423129,0.325,5,5.13424
0.0005974,0.423658,0.35,5,5.13428
0.0005975,0.424187,0.375,5,5.13434
0.0005976,0.424715,0.4,5,5.13442
0.0005977,0.425243,0.425,5,5.13452
0.0005978,0.425771,0.45,5,5.13462
0.0005979,0.425382,0.475,5,5.13471
0.000598,0.424985,0.5,5,5.13478
0.0005981,0.424588,0.525,5,5.13484
0.0005982,0.424191,0.55,5,5.13488
0.0005983,0.423794,0.575,5,5.13491
0.0005984,0.423398,0.6,5,5.13492
0.0005985,0.423001,0.625,5,5.13491
0.0005986,0.422606,0.65,5,5.13489
0.0005987,0.42221,0.675,5,5.13486
0.0005988,0.421815,0.7,5,5.13481
0.0005989,0.42142,0.725,5,5.13474
0.000599,0.421025,0.75,5,5.13466
0.0005991,0.420631,0.775,5,5.13456
0.0005992,0.420236,0.8,5,5.13445
0.0005993,0.419843,0.825,5,5.13432
0.0005994,0.419449,0.85,5,5.13418
0.0005995,0.419056,0.875,5,5.13402
0.0005996,0.418663,0.9,5,5.13385
0.0005997,0.41827,0.925,5,5.13366
0.0005998,0.417877,0.95,5,5.13345
0.0005999,0.417485,0.975,5,5.13324
0.0006,0.417093,1,5,5.133
0.0006001,0.416702,0.025,5,5.13278
0.0006002,0.417235,0.05,5,5.13257
0.0006003,0.417768,0.075,5,5.13239
0.0006004,0.418301,0.1,5,5.13222
0.0006005,0.418834,0.125,5,5.13207
0.0006006,0.419366,0.15,5,5.13195
0.0006007,0.419898,0.175,5,5.13185
0.0006008,0.420429,0.2,5,5.13177
0.0006009,0.42096,0.225,5,5.1317
0.000601,0.421491,0.25,5,5.13166
0.0006011,0.422021,0.275,5,5.13165
0.0006012,0.422551,0.3,5,5.13165
0.0006013,0.42308,0.325,5,5.13167
0.0006014,0.42361,0.35,5,5.13171
0.0006015,0.424138,0.375,5,5.13178
0.0006016,0.424667,0.4,5,5.13186
0.0006017,0.425195,0.425,5,5.13197
